id	dN	dS	id_symbol
Rv3265c	0.0625	0.9962	wbbL1
Rv1050	0.6331	69.3186	Rv1050
Rv0642c	0.0357	0.9791	mmaA4
Rv2216	0.0665	1.1686	Rv2216
Rv0646c	0.1321	1.6595	lipG
Rv1421	0.0251	0.7855	Rv1421
Rv2688c	0.1173	1.8412	Rv2688c
Rv2172c	0.0869	0.8355	Rv2172c
Rv2729c	0.15	1.3235	Rv2729c
Rv0519c	0.0972	1.6239	Rv0519c
Rv2753c	0.0595	0.8767	dapA
Rv2040c	0.0659	1.474	Rv2040c
Rv1814	0.085	1.0832	erg3
Rv2296	0.0803	1.0999	Rv2296
Rv3034c	0.0459	1.1409	Rv3034c
Rv3568c	0.0479	1.2574	hsaC
Rv1618	0.0595	0.8513	tesB1
Rv1833c	0.0774	1.6663	Rv1833c
Rv0263c	0.1341	1.5778	Rv0263c
Rv2364c	0.0685	1.0743	era
Rv1794	0.0233	1.4282	Rv1794
Rv3196	0.089	1.0741	Rv3196
Rv3803c	0.1136	0.9871	fbpD
Rv1259	0.0723	1.0807	udgB
Rv3171c	0.1242	1.0296	hpx
Rv2198c	0.1537	0.9972	mmpS3
Rv2606c	0.0323	0.9868	snzP
Rv0712	0.0889	1.5763	Rv0712
Rv3310	0.1173	1.0577	sapM
Rv0045c	0.0959	1.1325	Rv0045c
Rv0370c	0.0606	1.2905	Rv0370c
Rv2894c	0.0652	1.2804	xerC
Rv2793c	0.128	1.1953	truB
Rv0780	0.0697	1.1966	purC
Rv2623	0.1538	1.1352	TB31.7
Rv3101c	0.0889	1.2841	ftsX
Rv2415c	0.1774	1.0218	Rv2415c
Rv3283	0.055	1.2231	sseA
Rv1076	0.1011	1.2528	lipU
Rv3714c	0.2483	68.8665	Rv3714c
Rv0495c	0.0558	0.8419	Rv0495c
Rv2361c	0.0644	1.0429	Rv2361c
Rv2751	0.0672	0.9539	Rv2751
Rv0500	0.0871	0.8322	proC
Rv0289	0.1284	1.1458	espG3
Rv3232c	0.0808	1.1899	ppk2
Rv0168	0.065	1.2448	yrbE1B
Rv2180c	0.1281	1.5076	Rv2180c
Rv0770	0.1098	1.104	Rv0770
Rv3406	0.0975	1.1624	Rv3406
Rv0751c	0.085	1.0382	mmsB
Rv0315	0.1144	1.2855	Rv0315
Rv0547c	0.0982	0.9694	Rv0547c
Rv2026c	0.2636	2.1568	Rv2026c
Rv1654	0.0371	0.964	argB
Rv2903c	0.1242	0.9839	lepB
Rv2575	0.0869	1.0011	Rv2575
Rv0643c	0.0908	1.4507	mmaA3
Rv0534c	0.091	1.4244	menA
Rv3205c	0.0541	0.9648	Rv3205c
Rv3551	0.0636	1.3064	Rv3551
Rv1825	0.0896	0.6609	Rv1825
Rv2125	0.0651	1.4637	Rv2125
Rv2319c	0.1828	1.3996	Rv2319c
Rv2426c	0.0196	1.0262	Rv2426c
Rv0499	0.1121	0.8183	Rv0499
Rv2911	0.0815	1.3299	dacB2
Rv3569c	0.032	0.9972	hsaD
Rv1096	0.0693	1.3815	Rv1096
Rv2110c	0.0796	1.1155	prcB
Rv1282c	0.0819	1.1885	oppC
Rv0427c	0.0553	0.993	xthA
Rv2701c	0.1186	0.8485	suhB
Rv1189	0.6639	30.2252	sigI
Rv3389c	0.0885	1.0887	htdY
Rv0812	0.1063	1.9149	Rv0812
Rv0097	0.1172	1.0661	Rv0097
Rv2924c	0.078	0.9373	fpg
Rv3335c	0.1869	0.8305	Rv3335c
Rv2937	0.2118	0.7077	drrB
Rv0048c	0.1491	1.5245	Rv0048c
Rv3555c	0.1206	0.9504	Rv3555c
Rv2726c	0.1213	0.9709	dapF
Rv1082	0.0748	0.9513	mca
Rv3577	0.0895	0.6791	Rv3577
Rv0953c	0.0739	0.917	Rv0953c
Rv0881	0.0845	1.1285	Rv0881
Rv0940c	0.0847	1.3734	Rv0940c
Rv0334	0.0568	1.1891	rmlA
Rv3040c	0.0961	1.2146	Rv3040c
Rv1486c	0.0951	1.0511	Rv1486c
Rv0470c	0.095	1.3051	pcaA
Rv3661	0.0505	0.9376	Rv3661
Rv0644c	0.1011	1.3869	mmaA2
Rv1455	0.1668	1.0578	Rv1455
Rv3041c	0.0687	1.2472	Rv3041c
Rv3057c	0.0846	0.995	Rv3057c
Rv2890c	0.0283	1.1301	rpsB
Rv2877c	0.1349	1.104	Rv2877c
Rv3538	0.1006	1.2349	Rv3538
Rv0469	0.0685	1.2319	umaA
Rv0840c	0.6235	63.9397	pip
Rv0468	0.0455	1.0373	fadB2
Rv0375c	0.0903	1.6764	Rv0375c
Rv1865c	0.1334	1.2072	Rv1865c
Rv0436c	0.0685	1.0451	pssA
Rv1244	0.1403	0.9081	lpqZ
Rv0563	0.039	1.1537	htpX
Rv0645c	0.0513	1.5414	mmaA1
Rv0148	0.0449	1.0914	Rv0148
Rv0554	0.0876	0.8162	bpoC
Rv1003	0.1522	1.0046	Rv1003
Rv3207c	0.0726	1.2422	Rv3207c
Rv2861c	0.0428	1.2089	mapB
Rv3463	0.127	1.2656	Rv3463
Rv1596	0.0978	2.02	nadC
Rv1472	0.0545	0.9667	echA12
Rv0383c	0.0878	0.8207	Rv0383c
Rv2291	0.123	0.8381	sseB
Rv2867c	0.0801	0.8526	Rv2867c
Rv3810	0.1565	1.3773	pirG
Rv2121c	0.0664	0.838	hisG
Rv3099c	0.1449	1.2863	Rv3099c
Rv2895c	0.1076	0.9629	viuB
Rv3566c	0.1325	1.2923	nat
Rv3866	0.1487	1.4809	espG1
Rv2399c	0.0852	1.0452	cysT
Rv2325c	0.1138	1.2251	Rv2325c
Rv2971	0.0966	0.9357	Rv2971
Rv0093c	0.1934	0.771	Rv0093c
Rv3224	0.043	0.9362	Rv3224
Rv1140	0.1728	1.4736	Rv1140
Rv2393	0.1458	0.7543	che1
Rv2605c	0.1663	2.7393	tesB2
Rv0024	0.1966	1.2871	Rv0024
Rv3356c	0.0455	1.0951	folD
Rv2225	0.0637	0.894	panB
Rv3500c	0.0294	1.8262	yrbE4B
Rv2194	0.0523	0.9911	qcrC
Rv2118c	0.0575	1.1669	Rv2118c
Rv2039c	0.0826	1.4005	Rv2039c
Rv1482c	0.3218	67.5265	Rv1482c
Rv0498	0.039	0.8643	Rv0498
Rv0704	0.0232	0.8236	rplB
Rv0241c	0.0664	0.9731	htdX
Rv2417c	0.1468	1.0977	Rv2417c
Rv2033c	0.0886	0.9438	Rv2033c
Rv0480c	0.095	0.9494	Rv0480c
Rv3608c	0.1201	1.5692	folP1
Rv3783	0.0485	1.2034	rfbD
Rv3438	0.1194	1.331	Rv3438
Rv3005c	0.1683	0.8841	Rv3005c
Rv0183	0.1153	1.1203	Rv0183
Rv2028c	0.4053	2.9921	Rv2028c
Rv2409c	0.0933	1.0839	Rv2409c
Rv2119	0.0626	1.3463	Rv2119
Rv3510c	0.0693	1.2035	Rv3510c
Rv1072	0.0836	1.0238	Rv1072
Rv3117	0.0504	1.3634	cysA3
Rv0815c	0.0504	1.3634	cysA2
Rv2136c	0.0825	1.1496	Rv2136c
Rv2679	0.0412	1.1733	echA15
Rv1245c	0.0953	1.1185	Rv1245c
Rv2938	0.1419	0.5507	drrC
Rv0077c	0.092	0.797	Rv0077c
Rv2899c	0.0985	0.8682	fdhD
Rv1716	0.0978	1.7944	Rv1716
Rv0153c	0.1296	1.1305	ptbB
Rv0933	0.0658	1.0414	pstB
Rv3889c	0.4078	63.268	espG2
Rv2769c	0.2142	1.5196	PE27
Rv0361	0.1885	1.0502	Rv0361
Rv1094	0.091	1.4257	desA2
Rv0687	0.0619	0.8774	Rv0687
Rv0765c	0.0847	1.2548	Rv0765c
Rv3079c	0.7025	66.4583	Rv3079c
Rv3415c	0.1468	0.6006	Rv3415c
Rv1405c	0.1055	1.3004	Rv1405c
Rv1385	0.1198	1.4644	pyrF
Rv0707	0.0192	0.9035	rpsC
Rv3842c	0.0307	0.8594	glpQ1
Rv3774	0.0382	1.7094	echA21
Rv1237	0.0528	0.9358	sugB
Rv2317	0.0669	1.2453	uspB
Rv3030	0.105	1.2324	Rv3030
Rv3813c	0.0848	1.132	Rv3813c
Rv0079	0.2071	1.113	Rv0079
Rv2622	0.1417	1.9986	Rv2622
Rv3672c	0.1355	1.0542	Rv3672c
Rv0937c	0.0519	1.1058	mku
Rv1339	0.0561	0.9148	Rv1339
Rv2407	0.0872	0.8484	Rv2407
Rv3781	0.0317	0.9834	rfbE
Rv2498c	0.0915	1.8304	citE
Rv0249c	0.077	0.6357	Rv0249c
Rv2507	0.2007	0.7915	Rv2507
Rv2398c	0.0852	1.4751	cysW
Rv3600c	0.0304	1.3089	Rv3600c
Rv0406c	0.1489	0.9977	Rv0406c
Rv1611	0.0375	1.0652	trpC
Rv2624c	0.3728	63.2034	Rv2624c
Rv2257c	0.1049	1.0309	Rv2257c
Rv2750	0.0979	1.0021	Rv2750
Rv3277	0.0375	0.75	Rv3277
Rv1338	0.0502	1.1897	murI
Rv0831c	0.147	1.5713	Rv0831c
Rv2889c	0.0414	1.2713	tsf
Rv1433	0.1603	0.6936	Rv1433
Rv2248	0.3926	64.7184	Rv2248
Rv2235	0.1056	1.0602	Rv2235
Rv1350	0.0668	1.2239	fabG2
Rv2744c	0.0599	1.0368	35kd_ag
Rv2743c	0.1057	0.9349	Rv2743c
Rv2952	0.0377	0.5636	Rv2952
Rv0817c	0.135	1.2399	Rv0817c
Rv0839	0.141	1.0515	Rv0839
Rv1604	0.1256	1.1337	impA
Rv1613	0.0569	0.9345	trpA
Rv1484	0.0411	0.8175	inhA
Rv2552c	0.0653	1.3382	aroE
Rv0971c	0.0885	1.3354	echA7
Rv0792c	0.1412	1.0745	Rv0792c
Rv1460	0.0957	0.8521	Rv1460
Rv2509	0.0526	0.9709	Rv2509
Rv3307	0.077	0.9699	deoD
Rv2464c	0.0796	1.444	Rv2464c
Rv1648	0.286	1.2657	Rv1648
Rv1694	0.1177	1.0412	tlyA
Rv3134c	0.3788	3.5508	Rv3134c
Rv1544	0.108	1.51	Rv1544
Rv1605	0.0329	1.1287	hisF
Rv2131c	0.0949	1.1923	cysQ
Rv0295c	0.0766	1.0328	Rv0295c
Rv0734	0.0695	1.2154	mapA
Rv1463	0.0366	0.9053	Rv1463
Rv3279c	0.1437	1.3135	birA
Rv3029c	0.0136	1.0605	fixA
Rv3658c	0.2094	1.4595	Rv3658c
Rv3664c	0.067	1.2579	dppC
Rv3213c	0.0383	0.953	Rv3213c
Rv2042c	0.1447	1.0591	Rv2042c
Rv3501c	0.0127	1.2572	yrbE4A
Rv0686	0.0999	0.9019	Rv0686
Rv2362c	0.0383	0.5847	recO
Rv0167	0.0412	2.1926	yrbE1A
Rv0422c	0.0937	0.969	thiD
Rv2702	0.0844	1.6218	ppgK
Rv3587c	0.0632	1.0454	Rv3587c
Rv2902c	0.0678	1.0797	rnhB
Rv1637c	0.0565	1.3283	Rv1637c
Rv0535	0.1092	0.7892	pnp
Rv1008	0.0969	1.3398	tatD
Rv3677c	0.0718	0.8869	Rv3677c
Rv0044c	0.0944	1.3899	Rv0044c
Rv0466	0.0597	1.0632	Rv0466
Rv1858	0.0824	1.8097	modB
Rv3516	0.0504	1.4492	echA19
Rv0675	0.0509	1.4065	echA5
Rv2764c	0.0581	0.9634	thyA
Rv0927c	0.0525	1.4117	Rv0927c
Rv1356c	0.1642	0.6005	Rv1356c
Rv3319	0.0338	0.9859	sdhB
Rv2133c	0.0915	1.0582	Rv2133c
Rv3154	0.0716	1.3921	nuoJ
Rv2372c	0.1145	1.1139	Rv2372c
Rv1086	0.0374	1.0463	Rv1086
Rv0877	0.0991	1.0813	Rv0877
Rv1249c	0.1977	1.3858	Rv1249c
Rv3451	0.1713	1.1962	cut3
Rv3559c	0.0354	1.4041	Rv3559c
Rv0012	0.1063	0.9932	Rv0012
Rv0222	0.0499	1.0145	echA1
Rv3400	0.1105	0.9477	Rv3400
Rv2928	0.1285	0.9107	tesA
Rv1363c	0.2063	1.6853	Rv1363c
Rv3286c	0.0561	1.1844	sigF
Rv1857	0.1773	1.4381	modA
Rv0294	0.1036	0.7659	tam
Rv0332	0.1464	1.0165	Rv0332
Rv1353c	0.1449	1.0067	Rv1353c
Rv3814c	0.148	1.2526	Rv3814c
Rv1438	0.0636	1.146	tpi
Rv2883c	0.0224	0.9393	pyrH
Rv1457c	0.0546	0.8823	Rv1457c
Rv3536c	0.0737	0.9685	hsaE
Rv1525	0.181	1.6499	wbbL2
Rv3137	0.0906	1.3921	Rv3137
Rv3530c	0.0672	1.1819	Rv3530c
Rv2145c	0.0583	1.4452	wag31
Rv2289	0.2102	0.9063	cdh
Rv1644	0.1459	1.3126	tsnR
Rv0527	0.0847	1.2048	ccdA
Rv0776c	0.1319	1.9424	Rv0776c
Rv1340	0.0369	0.807	rphA
Rv1719	0.1435	1.7156	Rv1719
Rv2696c	0.1415	1.0338	Rv2696c
Rv3549c	0.0612	1.0563	Rv3549c
Rv0359	0.1464	1.196	Rv0359
Rv3816c	0.0716	0.8539	Rv3816c
Rv0128	0.1514	1.2133	Rv0128
Rv2671	0.1516	1.0738	ribD
Rv3839	0.1394	1.2747	Rv3839
Rv2148c	0.1341	0.6305	Rv2148c
Rv0820	0.036	1.0651	phoT
Rv2189c	0.2159	1.2764	Rv2189c
Rv1033c	0.0575	1.4388	trcR
Rv1070c	0.0418	0.9804	echA8
Rv0941c	0.1754	1.393	Rv0941c
Rv1221	0.0802	1.2141	sigE
Rv0911	0.1353	1.1723	Rv0911
Rv3591c	0.1063	0.9146	Rv3591c
Rv0036c	0.0997	1.1691	Rv0036c
Rv3455c	0.0994	1.1137	truA
Rv1863c	0.1063	1.0418	Rv1863c
Rv0317c	0.1477	0.8675	glpQ2
Rv2486	0.0727	1.3475	echA14
Rv3662c	0.1182	0.9464	Rv3662c
Rv0838	0.1568	1.9791	lpqR
Rv0446c	0.0939	0.8114	Rv0446c
Rv0023	0.0723	0.9056	Rv0023
Rv0090	0.1306	1.4663	Rv0090
Rv0818	0.0566	0.9239	Rv0818
Rv2969c	0.1949	1.9665	Rv2969c
Rv1928c	0.084	1.0214	Rv1928c
Rv1687c	0.1745	1.5292	Rv1687c
Rv0091	0.2568	1.7219	mtn
Rv1517	0.5635	1.2975	Rv1517
Rv3039c	0.0613	1.0711	echA17
Rv3791	0.0442	0.8049	dprE2
Rv3723	0.1593	0.9597	Rv3723
Rv1711	0.0736	0.9717	Rv1711
Rv0224c	0.0787	1.1345	Rv0224c
Rv2392	0.0976	0.7858	cysH
Rv3912	0.2347	1.2907	Rv3912
Rv1056	0.0554	1.3615	Rv1056
Rv0602c	0.4023	73.0285	tcrA
Rv0883c	0.1155	1.2121	Rv0883c
Rv0945	0.0801	0.8095	Rv0945
Rv2686c	0.1231	1.9257	Rv2686c
Rv1491c	0.1794	1.3342	Rv1491c
Rv3149	0.0873	0.8814	nuoE
Rv2667	0.1032	1.4446	clpC2
Rv3226c	0.131	1.3771	Rv3226c
Rv0999	0.2126	1.2211	Rv0999
Rv0670	0.0493	0.9653	end
Rv0417	0.048	1.0467	thiG
Rv2884	0.1673	0.7617	Rv2884
Rv1597	0.1933	2.5087	Rv1597
Rv2071c	0.0797	1.4158	cobM
Rv3817	0.147	1.3084	Rv3817
Rv0484c	0.0649	1.1394	Rv0484c
Rv0116c	0.1363	0.8934	ldtA
Rv1864c	0.1488	0.9171	Rv1864c
Rv3815c	0.1235	1.312	Rv3815c
Rv2603c	0.0186	1.7575	Rv2603c
Rv0695	0.1389	1.0937	Rv0695
Rv0372c	0.0849	1.6693	Rv0372c
Rv3552	0.0735	1.1535	Rv3552
Rv1304	0.0667	1.4909	atpB
Rv2675c	0.0704	1.4492	Rv2675c
Rv2754c	0.0521	1.2952	thyX
Rv0736	0.1401	1.0235	rslA
Rv2219	0.0668	0.9533	Rv2219
Rv1144	0.0626	1.2024	Rv1144
Rv1691	0.0616	1.0232	Rv1691
Rv1913	0.1652	1.1845	Rv1913
Rv2149c	0.0764	0.9405	yfiH
Rv2208	0.1383	1.0087	cobS
Rv0489	0.0522	1.1019	gpm1
Rv0184	0.056	1.3204	Rv0184
Rv2073c	0.0743	1.1274	Rv2073c
Rv0769	0.0478	1.2	Rv0769
Rv3908	0.0798	0.7679	mutT4
Rv2109c	0.0203	0.5152	prcA
Rv2504c	0.0592	1.4526	scoA
Rv0986	0.1778	1.5678	Rv0986
Rv0247c	0.042	0.8324	Rv0247c
Rv1445c	0.1408	1.1586	devB
Rv2182c	0.0921	1.2759	Rv2182c
Rv1483	0.1824	2.8022	fabG1
Rv0259c	0.1989	1.6902	Rv0259c
Rv0757	0.0246	1.5586	phoP
Rv1828	0.045	1.0829	Rv1828
Rv3550	0.0457	1.7162	echA20
Rv2418c	0.0723	0.737	Rv2418c
Rv2573	0.1131	1.0841	Rv2573
Rv1164	0.0894	1.1035	narI
Rv3050c	0.054	0.9609	Rv3050c
Rv1603	0.0457	0.9127	hisA
Rv3674c	0.0522	0.811	nth
Rv2959c	0.1292	0.7805	Rv2959c
Rv2927c	0.0381	1.3378	Rv2927c
Rv2229c	0.1202	0.9978	Rv2229c
Rv2773c	0.0455	0.9781	dapB
Rv1742	0.1646	1.3461	Rv1742
Rv2765	0.1582	1.9901	Rv2765
Rv1411c	0.1481	1.1189	lprG
Rv2091c	0.1612	1.2832	Rv2091c
Rv0178	0.2163	2.0769	Rv0178
Rv2070c	0.1699	1.2868	cobK
Rv0043c	0.1024	1.0203	Rv0043c
Rv3916c	0.0821	1.1023	Rv3916c
Rv3238c	0.1258	0.9858	Rv3238c
Rv0181c	0.1269	1.1071	Rv0181c
Rv2108	0.1152	0.0863	PPE36
Rv0905	0.063	1.2129	echA6
Rv3342	0.07	1.1077	Rv3342
Rv1022	0.0712	0.9772	lpqU
Rv1748	0.2643	2.7984	Rv1748
Rv0494	0.0877	1.0414	Rv0494
Rv0730	0.0781	1.7223	Rv0730
Rv0207c	0.097	0.8028	Rv0207c
Rv1085c	0.0898	1.1462	Rv1085c
Rv0790c	0.129	1.4386	Rv0790c
Rv3493c	0.1227	1.8574	Rv3493c
Rv0275c	0.1754	1.1756	Rv0275c
Rv1478	0.1069	0.9099	Rv1478
Rv0560c	0.1295	1.6063	Rv0560c
Rv3717	0.0652	1.1957	Rv3717
Rv0756c	0.151	1.0892	Rv0756c
Rv2147c	0.0481	1.2142	Rv2147c
Rv3631	0.0692	1.8744	Rv3631
Rv0432	0.1697	0.9649	sodC
Rv0674	0.1049	0.9142	Rv0674
Rv2925c	0.0508	1.2869	rnc
Rv1078	0.1759	1.0145	pra
Rv1337	0.0857	1.8718	Rv1337
Rv3623	0.1517	1.9511	lpqG
Rv2525c	0.0855	0.8676	Rv2525c
Rv3756c	0.0928	1.299	proZ
Rv2993c	0.0545	0.7494	Rv2993c
Rv0639	0.0315	0.8454	nusG
Rv1151c	0.0606	0.9923	Rv1151c
Rv2687c	0.1966	2.2628	Rv2687c
Rv3434c	0.2487	1.54	Rv3434c
Rv0634c	0.0656	0.7532	Rv0634c
Rv2972c	0.1099	1.2914	Rv2972c
Rv3576	0.2133	0.7666	lppH
Rv3821	0.4552	55.6621	Rv3821
Rv2054	0.1052	1.0828	Rv2054
Rv0903c	0.0114	1.02	prrA
Rv3390	0.1549	1.1125	lpqD
Rv0452	0.0575	0.853	Rv0452
Rv2558	0.0492	0.7086	Rv2558
Rv3147	0.0522	0.8316	nuoC
Rv1593c	0.0563	1.0453	Rv1593c
Rv2206	0.1533	1.2128	Rv2206
Rv3519	0.0781	1.825	Rv3519
Rv2135c	0.0839	1.3479	Rv2135c
Rv2720	0.0438	1.12	lexA
Rv0641	0.0162	0.7437	rplA
Rv2695	0.1419	0.9169	Rv2695
Rv1610	0.1971	1.7932	Rv1610
Rv0351	0.1177	0.7118	grpE
Rv0558	0.0708	1.2314	menH
Rv0472c	0.0402	0.9841	Rv0472c
Rv1811	0.065	1.4538	mgtC
Rv1816	0.0952	1.1981	Rv1816
Rv3765c	0.0374	1.6519	tcrX
Rv2989	0.0846	0.9014	Rv2989
Rv3702c	0.1095	1.2039	Rv3702c
Rv2945c	0.1016	0.574	lppX
Rv3699	0.0706	1.197	Rv3699
Rv1100	0.1377	1.1957	Rv1100
Rv3668c	0.1262	1.309	Rv3668c
Rv0444c	0.1739	1.2039	rskA
Rv1408	0.0512	1.0872	rpe
Rv0013	0.1005	1.0537	trpG
Rv3837c	0.1328	0.984	Rv3837c
Rv0437c	0.1021	1.5734	psd
Rv1710	0.0907	1.0113	scpB
Rv3210c	0.0637	0.9111	Rv3210c
Rv2728c	0.1703	0.6951	Rv2728c
Rv3582c	0.1959	2.179	ispD
Rv3713	0.0535	1.2192	cobQ2
Rv0632c	0.0677	1.7913	echA3
Rv0653c	0.1163	1.5642	Rv0653c
Rv2676c	0.0371	1.2564	Rv2676c
Rv2217	0.0908	1.1055	lipB
Rv2536	0.1861	1.6619	Rv2536
Rv2301	0.2125	77.8977	cut2
Rv2711	0.0285	0.9991	ideR
Rv1712	0.1197	1.2619	cmk
Rv2286c	0.101	1.0612	Rv2286c
Rv2906c	0.0483	1.1545	trmD
Rv1566c	0.1218	1.2767	Rv1566c
Rv2203	0.1516	0.9719	Rv2203
Rv3268	0.1137	0.9819	Rv3268
Rv3757c	0.1048	1.6284	proW
Rv3766	0.0909	1.0886	Rv3766
Rv2335	0.1419	1.2804	cysE
Rv0200	0.145	1.1072	Rv0200
Rv3481c	0.1829	0.8041	Rv3481c
Rv0232	0.0676	1.2053	Rv0232
Rv3102c	0.0283	0.6814	ftsE
Rv1024	0.1218	0.9247	Rv1024
Rv3246c	0.0019	0.5146	mtrA
Rv0583c	0.1647	1.0919	lpqN
Rv2716	0.0833	0.9321	Rv2716
Rv1980c	0.1854	1.0752	mpt64
Rv0784	0.085	1.0383	Rv0784
Rv0981	0.0142	0.9522	mprA
Rv1874	0.1114	0.8218	Rv1874
Rv2788	0.0521	0.8999	sirR
Rv3208	0.0623	0.7356	Rv3208
Rv0364	0.1524	2.3452	Rv0364
Rv2976c	0.0551	0.849	ung
Rv1158c	0.1829	2.7521	Rv1158c
Rv2794c	0.0974	1.0296	pptT
Rv2171	0.0666	0.9856	lppM
Rv3036c	0.099	0.8859	TB22.2
Rv3673c	0.1484	1.2297	Rv3673c
Rv2691	0.0514	1.0566	ceoB
Rv0491	0.0037	1.0477	regX3
Rv1016c	0.2021	1.1762	lpqT
Rv0813c	0.0701	0.9736	Rv0813c
Rv1265	0.068	0.9413	Rv1265
Rv1570	0.172	1.2488	bioD
Rv1027c	0.04	0.8238	kdpE
Rv0324	0.0706	0.6425	Rv0324
Rv1321	0.0448	1.0449	Rv1321
Rv1686c	0.0743	1.6146	Rv1686c
Rv1830	0.034	1.2241	Rv1830
Rv1534	0.1413	1.8213	Rv1534
Rv1856c	0.0791	1.0665	Rv1856c
Rv2618	0.1218	1.0576	Rv2618
Rv1216c	0.2463	2.157	Rv1216c
Rv3203	0.173	1.2621	lipV
Rv2621c	0.2389	1.3355	Rv2621c
Rv0478	0.1064	1.2409	deoC
Rv0962c	0.1981	1.7429	lprP
Rv0788	0.0363	0.9588	purQ
Rv3676	0.0134	0.7748	crp
Rv3919c	0.1232	1.408	gid
Rv2607	0.1819	8.466	pdxH
Rv2581c	0.0912	1.4973	Rv2581c
Rv2557	0.2152	2.6196	Rv2557
Rv0323c	0.394	46.9001	Rv0323c
Rv0702	0.0563	1.0378	rplD
Rv2693c	0.1629	1.4011	Rv2693c
Rv0306	0.0819	1.1963	Rv0306
Rv2419c	0.0957	1.2671	gpgP
Rv0414c	0.1172	0.9574	thiE
Rv2469c	0.0657	0.8803	Rv2469c
Rv3282	0.201	1.129	Rv3282
Rv3271c	0.1005	0.8522	Rv3271c
Rv1591	0.2067	1.4662	Rv1591
Rv1815	0.137	1.2236	Rv1815
Rv0448c	0.1298	0.8575	Rv0448c
Rv0821c	0.0257	0.9221	phoY2
Rv3295	0.0612	1.2433	Rv3295
Rv0085	0.1561	2.2965	hycP
Rv1362c	0.1682	0.8813	Rv1362c
Rv0721	0.0515	0.9409	rpsE
Rv2692	0.0464	1.1426	ceoC
Rv0320	0.2192	0.9767	Rv0320
Rv0540	0.1298	1.2683	Rv0540
Rv0199	0.1377	1.081	Rv0199
Rv3850	0.0744	1.4101	Rv3850
Rv0990c	0.0931	1.0046	Rv0990c
Rv0727c	0.1025	2.1847	fucA
Rv0802c	0.1098	1.1848	Rv0802c
Rv0309	0.0776	1.1333	Rv0309
Rv1332	0.1093	0.9447	Rv1332
Rv3013	0.0717	1.5142	Rv3013
Rv2503c	0.0555	0.9783	scoB
Rv2637	0.0643	1.2354	dedA
Rv0413	0.0818	0.8559	mutT3
Rv1301	0.0769	1.0651	Rv1301
Rv3133c	0.0587	1.1766	devR
Rv1984c	0.3393	2.5138	cfp21
Rv2612c	0.1202	1.8879	pgsA1
Rv0701	0.0262	0.8856	rplC
Rv3690	0.1624	1.2165	Rv3690
Rv2474c	0.1081	0.8072	Rv2474c
Rv2700	0.075	0.7174	Rv2700
Rv3223c	0.2379	2.7768	sigH
Rv0844c	0.0129	1.5337	narL
Rv0526	0.0805	0.996	Rv0526
Rv3058c	0.1611	0.9885	Rv3058c
Rv3624c	0.0704	1.0894	hpt
Rv3855	0.0987	0.9609	ethR
Rv1147	0.1472	1.0605	Rv1147
Rv1015c	0.1081	0.9713	rplY
Rv0358	0.2033	1.0526	Rv0358
Rv2506	0.1023	1.7189	Rv2506
Rv2511	0.0725	0.9089	orn
Rv0956	0.0914	0.8819	purN
Rv1220c	0.0551	0.9266	Rv1220c
Rv2825c	0.086	1.0876	Rv2825c
Rv2460c	0.0056	1.274	clpP2
Rv2983	0.0927	0.9284	Rv2983
Rv3705c	0.0997	1.4822	Rv3705c
Rv2197c	0.2332	2.2551	Rv2197c
Rv0158	0.0311	1.2	Rv0158
Rv3241c	0.055	0.9379	Rv3241c
Rv2986c	0.0672	0.8545	hupB
Rv1929c	0.1984	1.5458	Rv1929c
Rv3247c	0.1554	1.3136	tmk
Rv0356c	0.0966	0.9167	Rv0356c
Rv0835	0.354	1.6876	lpqQ
Rv3368c	0.0805	0.9324	Rv3368c
Rv0825c	0.1048	0.9866	Rv0825c
Rv3160c	0.1241	1.1384	Rv3160c
Rv0398c	0.1967	1.0506	Rv0398c
Rv0767c	0.1329	1.4655	Rv0767c
Rv2036	0.1607	1.9835	Rv2036
Rv1154c	0.1254	1.1314	Rv1154c
Rv3242c	0.1126	1.2523	Rv3242c
Rv0175	0.2379	4.2488	Rv0175
Rv1219c	0.0877	1.0064	Rv1219c
Rv3414c	0.0366	0.6803	sigD
Rv1377c	0.1007	1.6761	Rv1377c
Rv1109c	0.1439	0.594	Rv1109c
Rv2421c	0.0702	1.0698	nadD
Rv2260	0.0773	1.9253	Rv2260
Rv3421c	0.1303	1.2165	Rv3421c
Rv1870c	0.1425	1.6097	Rv1870c
Rv3249c	0.0531	1.3201	Rv3249c
Rv0195	0.2045	1.0523	Rv0195
Rv2968c	0.1343	1.4015	Rv2968c
Rv2680	0.063	0.8019	Rv2680
Rv0970	0.3718	1.8386	Rv0970
Rv0264c	0.1546	0.7538	Rv0264c
Rv1733c	0.4828	3.8521	Rv1733c
Rv1601	0.0531	0.9328	hisB
Rv0539	0.0439	1.1985	Rv0539
Rv0421c	0.1049	1.1649	Rv0421c
Rv2799	0.101	1.206	Rv2799
Rv1822	0.1299	1.3509	pgsA2
Rv2746c	0.1259	1.2572	pgsA3
Rv2065	0.0671	1.3699	cobH
Rv1389	0.065	0.7446	gmk
Rv2466c	0.0827	1.0218	Rv2466c
Rv0775	0.042	0.6342	Rv0775
Rv3309c	0.1117	1.5018	upp
Rv3008	0.3462	2.2172	Rv3008
Rv1685c	0.0654	1.2577	Rv1685c
