id	dN	dS	id_symbol
Rv1793	0.2782	2.5342	esxN
Rv1159A	0.2073	2.055	Rv1159A
Rv3269	0.1483	2.1772	Rv3269
Rv0011c	0.0483	0.8354	Rv0011c
Rv0705	0.0188	1.3469	rpsS
Rv2122c	0.0599	0.6488	hisE
Rv3197A	0.1603	1.1792	whiB7
Rv0544c	0.2284	68.8785	Rv0544c
Rv0879c	0.1821	0.7747	Rv0879c
Rv3208A	0.1155	0.8912	TB9.4
Rv2785c	0.037	1.1083	rpsO
Rv3260c	0.0857	1.2409	whiB2
Rv0055	0.0445	1.085	rpsR1
Rv1083	0.2163	1.4524	Rv1083
Rv0476	0.0972	0.8192	Rv0476
Rv2412	0.0496	0.9799	rpsT
Rv2441c	0.0287	1.2924	rpmA
Rv3219	0.0268	0.5899	whiB1
Rv0634A	0.2353	5.5137	Rv0634A
Rv2094c	0.1518	0.6223	tatA
Rv1305	0.0427	0.8843	atpE
Rv2908c	0.033	0.6335	Rv2908c
Rv1298	0.0481	1.0218	rpmE
Rv0787A	0.0985	0.565	Rv0787A
Rv1590	0.1438	1.7163	Rv1590
Rv3053c	0.04	1.0631	nrdH
Rv0500A	0.0402	0.6862	Rv0500A
Rv0100	0.2286	1.8431	Rv0100
Rv1440	0.0191	1.2254	secG
Rv0709	0.0474	0.6288	rpmC
Rv2520c	0.3066	4.9493	Rv2520c
Rv1211	0.0549	0.7508	Rv1211
Rv1684	0.1858	1.2322	Rv1684
Rv3462c	0.0035	3.4818	infA
Rv3221c	0.0574	0.6884	TB7.3
Rv0416	0.1459	1.5577	thiS
Rv2738c	0.0747	0.8182	Rv2738c
Rv3648c	0.0127	0.4058	cspA
Rv0722	0.0746	1.1905	rpmD
Rv2111c	0.0557	1.7002	pup
Rv1642	0.0482	0.8288	rpmI
Rv0717	0.0364	0.5371	rpsN1
Rv0810c	0.0997	0.492	Rv0810c
Rv1693	0.1998	0.881	Rv1693
Rv0236A	0.0591	0.6182	Rv0236A
Rv0979A	0.0924	1.8515	rpmF
Rv0634B	0.0301	1.0068	rpmG2
Rv3924c	0.0469	6.3742	rpmH
Rv3461c	0.0592	3.8592	rpmJ
Rv0500B	0.0004	0.3832	Rv0500B
