"Name","Chromosome","Region","Expression value","TPM","RPKM","Gene length","Unique gene reads","Total gene reads"
"Miotto_candidate_277","NC_000962.3","2201249..2201322","0","0","0","74","0","0"
"higB","NC_000962.3","2201719..2202096","612","30.3143023551","0","378","612","612"
"higA","NC_000962.3","2202138..2202587","607","25.2559746484","0","450","607","607"
"Rv1957","NC_000962.3","2202584..2203129","368","12.6195285822","0","546","368","368"
"Miotto_candidate_1328","NC_000962.3","complement(2202859..2202915)","0","0","0","57","0","0"
"Rv1958c","NC_000962.3","complement(2203018..2203632)","16","0.4871164797","0","615","16","16"
"parE1","NC_000962.3","complement(2203681..2203977)","77","4.8542510307","0","297","77","77"
"parD1","NC_000962.3","complement(2203974..2204225)","136","10.1047674517","0","252","136","136"
"Rv1961","NC_000962.3","2204212..2204706","122","4.6146905902","0","495","122","122"
"IGR458_Rodriguez_Rv1961-Rv1962c","NC_000962.3","complement(2204716..2204846)","6","0.8575667034","0","131","6","6"
"vapC35","NC_000962.3","complement(2204866..2205273)","50","2.2945514326","0","408","50","50"
"vapB35","NC_000962.3","complement(2205277..2205549)","79","5.418167163","0","273","79","79"
"IGR459_Rodriguez_Rv1962A-Rv1963c","NC_000962.3","2205516..2205609","0","0","0","94","0","0"
"mce3R","NC_000962.3","complement(2205582..2206802)","98","1.5027902454","0","1221","97","98"
"IGR460_Rodriguez_Rv1963c-Rv1964","NC_000962.3","complement(2206545..2207452)","361","7.4440504714","0","908","350","361"
"IGR461_Rodriguez_Rv1963c-Rv1964","NC_000962.3","2207130..2207229","0","0","0","100","0","0"
"IGR462_Rodriguez_Rv1963c-Rv1964","NC_000962.3","2207629..2207729","6","1.1122894865","0","101","6","6"
"yrbE3A","NC_000962.3","2207700..2208497","199","4.6691533813","0","798","199","199"
"yrbE3B","NC_000962.3","2208507..2209322","125","2.8681892907","0","816","125","125"
"mce3A","NC_000962.3","2209327..2210604","142","2.0803932989","0","1278","142","142"
"mce3B","NC_000962.3","2210601..2211629","141","2.5656162257","0","1029","141","141"
"mce3C","NC_000962.3","2211626..2212858","119","1.807056953","0","1233","119","119"
"mce3D","NC_000962.3","2212855..2214126","100","1.4719763907","0","1272","100","100"
"lprM","NC_000962.3","2214123..2215256","120","1.9813269513","0","1134","120","120"
"mce3F","NC_000962.3","2215257..2216570","119","1.6956630313","0","1314","119","119"
"Rv1972","NC_000962.3","2216592..2217167","94","3.0555776577","0","576","94","94"
"Rv1973","NC_000962.3","2217164..2217646","92","3.5663885124","0","483","92","92"
"Rv1974","NC_000962.3","2217659..2218036","16","0.7925307805","0","378","16","16"
"Rv1975","NC_000962.3","2218052..2218717","43","1.2088771872","0","666","43","43"
"Rv1976c","NC_000962.3","complement(2218844..2219251)","108","4.9562310944","0","408","108","108"
"IGR463_Rodriguez_Rv1976c-Rv1977","NC_000962.3","complement(2219179..2219516)","141","7.8107073854","0","338","141","141"
"IGR464_Rodriguez_Rv1976c-Rv1977","NC_000962.3","2219571..2219718","112","14.1691651708","0","148","112","112"
"Rv1977","NC_000962.3","2219754..2220800","453","8.1010157398","0","1047","453","453"
"IGR465_Rodriguez_Rv1977-Rv1978","NC_000962.3","2220801..2220961","27","3.1399724946","0","161","27","27"
"Rv1978","NC_000962.3","2220908..2221756","107","2.3597393956","0","849","107","107"
"Rv1979c","NC_000962.3","complement(2221719..2223164)","349","4.5190285974","0","1446","349","349"
"Miotto_candidate_278","NC_000962.3","2222358..2222416","0","0","0","59","0","0"
"Miotto_candidate_1329","NC_000962.3","complement(2223172..2223214)","0","0","0","43","0","0"
"Miotto_candidate_279","NC_000962.3","2223174..2223214","0","0","0","41","0","0"
"IGR466_Rodriguez_Rv1979c-Rv1980c","NC_000962.3","complement(2223240..2223438)","221","20.7934787511","0","199","220","221"
"mpt64","NC_000962.3","complement(2223343..2224029)","667","18.1784584763","0","687","666","667"
"Miotto_candidate_280","NC_000962.3","2223680..2223955","11","0.7462280311","0","276","11","11"
"Miotto_candidate_281","NC_000962.3","2224000..2224064","0","0","0","65","0","0"
"IGR467_Rodriguez_Rv1980c-Rv1981c","NC_000962.3","2224035..2224263","16","1.3081949128","0","229","16","16"
"nrdF1","NC_000962.3","complement(2224220..2225188)","816","15.7671913178","0","969","816","816"
"IGR468_Rodriguez_Rv1981c-Rv1982c","NC_000962.3","complement(2225272..2225372)","48","8.8983158922","0","101","48","48"
"Miotto_candidate_283","NC_000962.3","2225305..2225337","0","0","0","33","0","0"
"vapC36","NC_000962.3","complement(2225413..2225832)","120","5.3495827686","0","420","120","120"
"vapB36","NC_000962.3","complement(2225841..2226101)","181","12.984523693","0","261","181","181"
"PE_PGRS35","NC_000962.3","2226244..2227920","409","4.5664446829","0","1677","409","409"
"Miotto_candidate_1332","NC_000962.3","complement(2227175..2227206)","0","0","0","32","0","0"
"cfp21","NC_000962.3","complement(2227908..2228561)","117","3.349624073","0","654","117","117"
"Miotto_candidate_284","NC_000962.3","2228095..2228125","0","0","0","31","0","0"
"IGR469_Rodriguez_Rv1984c-Rv1985c","NC_000962.3","complement(2228665..2228722)","0","0","0","58","0","0"
"RV1984a","NC_000962.3","2228676..2228906","125","10.1317855465","0","231","125","125"
"IGR470_Rodriguez_Rv1984c-Rv1985c","NC_000962.3","complement(2228802..2228908)","2","0.3499727045","0","107","2","2"
"IGR471_Rodriguez_Rv1984c-Rv1985c","NC_000962.3","2228907..2229018","45","7.5228507683","0","112","45","45"
"Rv1985c","NC_000962.3","complement(2228991..2229902)","143","2.9358181751","0","912","143","143"
"Rv1986","NC_000962.3","2230011..2230610","323","10.0795055331","0","600","322","323"
"IGR472_Rodriguez_Rv1986-Rv1987","NC_000962.3","2230462..2231140","132","3.6399222961","0","679","130","132"
"Rv1987","NC_000962.3","2231026..2231454","452","19.7273658272","0","429","451","452"
"IGR473_Rodriguez_Rv1987-Rv1988","NC_000962.3","2231469..2231663","156","14.9788317519","0","195","156","156"
"erm(37)","NC_000962.3","2231680..2232219","343","11.8929150253","0","540","343","343"
"IGR474_Rodriguez_Rv1988-Rv1989c","NC_000962.3","2232311..2232404","18","3.585358664","0","94","18","18"
"IGR475_Rodriguez_Rv1988-Rv1989c","NC_000962.3","complement(2232543..2232665)","10","1.5222389992","0","123","10","10"
"IGR476_Rodriguez_Rv1988-Rv1989c","NC_000962.3","complement(2232676..2232754)","2","0.474013663","0","79","2","2"
"Miotto_candidate_286","NC_000962.3","2232679..2232719","0","0","0","41","0","0"
"Rv1989c","NC_000962.3","complement(2232739..2233299)","246","8.210322217","0","561","246","246"
"Rv1990c","NC_000962.3","complement(2233296..2233637)","595","32.5745792851","0","342","595","595"
"IGR477_Rodriguez_Rv1990A-Rv1991c","NC_000962.3","2234174..2234344","18","1.9708989147","0","171","18","18"
"mazF6","NC_000962.3","complement(2234305..2234649)","57","3.0934543836","0","345","57","57"
"mazE6","NC_000962.3","complement(2234643..2234891)","66","4.9628659419","0","249","66","66"
"IGR478_Rodriguez_Rv1991A-Rv1992c","NC_000962.3","complement(2234916..2235017)","16","2.9370258337","0","102","16","16"
"ctpG","NC_000962.3","complement(2234991..2237306)","3006","24.3017963333","0","2316","3006","3006"
"Rv1993c","NC_000962.3","complement(2237303..2237575)","147","10.0819059869","0","273","147","147"
"Miotto_candidate_1334","NC_000962.3","complement(2237577..2237611)","0","0","0","35","0","0"
"cmtR","NC_000962.3","complement(2237628..2237984)","132","6.9229894652","0","357","132","132"
"IGR479_Rodriguez_Rv1994c-Rv1995","NC_000962.3","2238007..2238075","0","0","0","69","0","0"
"Rv1995","NC_000962.3","2238141..2238908","50","1.2189804486","0","768","50","50"
"Rv1996","NC_000962.3","2239004..2239957","34295","673.0857375958","0","954","34295","34295"
"IGR480_Rodriguez_Rv1996-Rv1997","NC_000962.3","2239993..2240177","686","69.4289093367","0","185","686","686"
"ctpF","NC_000962.3","2240159..2242876","2151","14.8176357149","0","2718","2151","2151"
"Miotto_candidate_1335","NC_000962.3","complement(2242269..2242307)","0","0","0","39","0","0"
"Rv1998c","NC_000962.3","complement(2242945..2243721)","56","1.349444302","0","777","56","56"
"Miotto_candidate_287","NC_000962.3","2243160..2243210","0","0","0","51","0","0"
"Miotto_candidate_288","NC_000962.3","2243328..2243359","0","0","0","32","0","0"
"Rv1999c","NC_000962.3","complement(2243816..2245138)","16","0.2264373659","0","1323","16","16"
"Rv2000","NC_000962.3","2245209..2246822","28","0.3248197716","0","1614","28","28"
"Rv2001","NC_000962.3","2246832..2247584","19","0.4724399125","0","753","19","19"
"IGR481_Rodriguez_Rv2001-Rv2002","NC_000962.3","2247582..2247706","4","0.5991532701","0","125","4","4"
"fabG3","NC_000962.3","2247660..2248442","72","1.7217047991","0","783","72","72"
"Rv2003c","NC_000962.3","complement(2248563..2249420)","298","6.5030475846","0","858","298","298"
"Rv2004c","NC_000962.3","complement(2249478..2250974)","1149","14.3709733492","0","1497","1149","1149"
"Rv2005c","NC_000962.3","complement(2250996..2251883)","1394","29.3925837024","0","888","1394","1394"
"Miotto_candidate_289","NC_000962.3","2251223..2251297","0","0","0","75","0","0"
"Miotto_candidate_290","NC_000962.3","2251345..2251392","0","0","0","48","0","0"
"Miotto_candidate_291","NC_000962.3","2251667..2251715","0","0","0","49","0","0"
"IGR482_Rodriguez_Rv2005c-Rv2006","NC_000962.3","complement(2251804..2251978)","30","3.2097496611","0","175","30","30"
"otsB1","NC_000962.3","2252002..2255985","800","3.7597469257","0","3984","800","800"
"Miotto_candidate_1336","NC_000962.3","complement(2252327..2252429)","0","0","0","103","0","0"
"Miotto_candidate_1337","NC_000962.3","complement(2253965..2254133)","80","8.8632140544","0","169","80","80"
"Miotto_candidate_1338","NC_000962.3","complement(2255553..2255605)","0","0","0","53","0","0"
"Miotto_candidate_1339","NC_000962.3","complement(2255798..2255833)","0","0","0","36","0","0"
"IGR483_Rodriguez_Rv2006-Rv2007c","NC_000962.3","complement(2255955..2256084)","263","37.879161065","0","130","263","263"
"fdxA","NC_000962.3","complement(2256084..2256428)","1823","98.9362691442","0","345","1823","1823"
"Miotto_candidate_292","NC_000962.3","2256383..2256433","0","0","0","51","0","0"
"Rv2008c","NC_000962.3","complement(2256617..2257942)","14","0.1976844311","0","1326","14","14"
"vapB15","NC_000962.3","2258030..2258272","916","70.5792689547","0","243","916","916"
"vapC15","NC_000962.3","2258273..2258671","1617","75.8796082171","0","399","1617","1617"
"IGR484_Rodriguez_Rv2010-Rv2011c","NC_000962.3","2258745..2258875","57","8.1468836819","0","131","57","57"
"Rv2011c","NC_000962.3","complement(2258854..2259285)","39","1.6903195553","0","432","39","39"
"Rv2012","NC_000962.3","2259326..2259820","87","3.2908039455","0","495","86","87"
"IGR485_Rodriguez_Rv2012-Rv2013","NC_000962.3","2259655..2260339","110","3.0066998042","0","685","110","110"
"Rv2015c","NC_000962.3","complement(2261816..2263072)","370","5.5113044433","0","1257","91","370"
"Rv2016","NC_000962.3","2263426..2264001","86","2.7955284954","0","576","86","86"
"Rv2017","NC_000962.3","2263998..2265038","142","2.5540275081","0","1041","142","142"
"IGR486_Rodriguez_Rv2017-Rv2018","NC_000962.3","2265109..2265349","21","1.6315117572","0","241","21","21"
"Rv2018","NC_000962.3","2265280..2265999","360","9.361769845","0","720","360","360"
"Rv2019","NC_000962.3","2265989..2266405","121","5.4329695503","0","417","121","121"
"IGR487_Rodriguez_Rv2020c-Rv2021c","NC_000962.3","complement(2266727..2266802)","0","0","0","76","0","0"
"Rv2021c","NC_000962.3","complement(2266805..2267110)","92","5.6292995146","0","306","92","92"
"Miotto_candidate_293","NC_000962.3","2267109..2267203","0","0","0","95","0","0"
"Rv2022c","NC_000962.3","complement(2267119..2267724)","125","3.8621162727","0","606","125","125"
"Rv2023c","NC_000962.3","complement(2267749..2268108)","80","4.1607865978","0","360","80","80"
"Miotto_candidate_1341","NC_000962.3","complement(2268166..2268230)","0","0","0","65","0","0"
"Miotto_candidate_294","NC_000962.3","2268166..2268257","0","0","0","92","0","0"
"Rv2023A","NC_000962.3","complement(2268268..2268726)","29","1.1829687386","0","459","29","29"
"Rv2024c","NC_000962.3","complement(2268693..2270240)","336","4.0640241187","0","1548","336","336"
"IGR488_Rodriguez_Rv2024c-Rv2025c","NC_000962.3","complement(2270320..2270421)","2","0.3671282292","0","102","2","2"
"Rv2025c","NC_000962.3","complement(2270750..2271748)","96","1.7992590693","0","999","96","96"
"IGR489_Rodriguez_Rv2025c-Rv2026c","NC_000962.3","complement(2271677..2271826)","1","0.1248235979","0","150","1","1"
"Rv2026c","NC_000962.3","complement(2271863..2272747)","77","1.6290537357","0","885","77","77"
"dosT","NC_000962.3","complement(2272787..2274508)","140","1.5222389992","0","1722","140","140"
"Rv2028c","NC_000962.3","complement(2274569..2275408)","141","3.1428798765","0","840","141","141"
"pfkB","NC_000962.3","complement(2275405..2276424)","563","10.3346596524","0","1020","563","563"
"Rv2030c","NC_000962.3","complement(2276441..2278486)","24293","222.312292125","0","2046","24293","24293"
"Miotto_candidate_295","NC_000962.3","2277651..2277776","0","0","0","126","0","0"
"hspX","NC_000962.3","complement(2278498..2278932)","33028","1421.611652596","0","435","33028","33028"
"Miotto_candidate_296","NC_000962.3","2278596..2278791","0","0","0","196","0","0"
"acg","NC_000962.3","2279129..2280124","5391","101.343978382","0","996","5391","5391"
"Miotto_candidate_1342","NC_000962.3","complement(2279389..2279419)","0","0","0","31","0","0"
"IGR490_Rodriguez_Rv2032-Rv2033c","NC_000962.3","2280058..2280263","701","63.7145695274","0","206","701","701"
"Rv2033c","NC_000962.3","complement(2280240..2281082)","69","1.5325317184","0","843","69","69"
"IGR491_Rodriguez_Rv2033c-Rv2034","NC_000962.3","complement(2281145..2281208)","0","0","0","64","0","0"
"Rv2034","NC_000962.3","2281294..2281617","139","8.0326296818","0","324","139","139"
"Rv2035","NC_000962.3","2281614..2282102","141","5.3988120578","0","489","141","141"
"Rv2036","NC_000962.3","2282099..2282740","333","9.7117425495","0","642","333","333"
"Miotto_candidate_1343","NC_000962.3","complement(2282408..2282443)","0","0","0","36","0","0"
"Rv2037c","NC_000962.3","complement(2282747..2283721)","371","7.1245468974","0","975","371","371"
"Rv2038c","NC_000962.3","complement(2283723..2284796)","165","2.8765214607","0","1074","165","165"
"Rv2039c","NC_000962.3","complement(2284799..2285641)","124","2.7541149722","0","843","124","124"
"Rv2040c","NC_000962.3","complement(2285628..2286530)","194","4.0225544849","0","903","194","194"
"Rv2041c","NC_000962.3","complement(2286527..2287846)","494","7.007142884","0","1320","494","494"
"Rv2042c","NC_000962.3","complement(2287884..2288681)","820","19.2397275009","0","798","820","820"
"pncA","NC_000962.3","complement(2288681..2289241)","2072","69.1536082666","0","561","2072","2072"
"Miotto_candidate_297","NC_000962.3","2288950..2289114","53","6.0142279004","0","165","53","53"
"Rv2044c","NC_000962.3","complement(2289282..2289599)","22","1.2953392238","0","318","22","22"
"lipT","NC_000962.3","complement(2289685..2291220)","493","6.0095736114","0","1536","493","493"
"lppI","NC_000962.3","2291269..2291925","112","3.1918362942","0","657","112","112"
"Rv2047c","NC_000962.3","complement(2291962..2294526)","954","6.963842832","0","2565","954","954"
"pks12","NC_000962.3","complement(2294531..2306986)","6954","10.4530744223","0","12456","6954","6954"
"ASpks","NC_000962.3","2299745..2299886","0","0","0","142","0","0"
"IGR492_Rodriguez_Rv2048c-Rv2049c","NC_000962.3","complement(2307078..2307131)","0","0","0","54","0","0"
"Rv2049c","NC_000962.3","complement(2307293..2307517)","55","4.5768652575","0","225","55","55"
"Miotto_candidate_1344","NC_000962.3","complement(2307692..2307772)","1","0.231154811","0","81","1","1"
"Miotto_candidate_298","NC_000962.3","2307708..2307789","4","0.9133433995","0","82","4","4"
"Rv2050","NC_000962.3","2307821..2308156","586","32.6547448164","0","336","586","586"
"Miotto_candidate_1345","NC_000962.3","complement(2308093..2308123)","0","0","0","31","0","0"
"ppm1","NC_000962.3","complement(2308131..2310755)","623","4.4437200864","0","2625","623","623"
"Rv2052c","NC_000962.3","complement(2310913..2312517)","462","5.3895796491","0","1605","462","462"
"fxsA","NC_000962.3","complement(2312522..2313049)","343","12.1632085486","0","528","343","343"
"Rv2054","NC_000962.3","2313125..2313838","213","5.585593773","0","714","213","213"
"Miotto_candidate_1346","NC_000962.3","complement(2313215..2313256)","0","0","0","42","0","0"
"IGR493_Rodriguez_Rv2054-Rv2055c","NC_000962.3","2313918..2314055","39","5.2914351298","0","138","39","39"
"rpsR2","NC_000962.3","complement(2314087..2314353)","48","3.3660296072","0","267","48","48"
"rpsN2","NC_000962.3","complement(2314354..2314659)","23","1.4073248787","0","306","23","23"
"rpmG1","NC_000962.3","complement(2314661..2314825)","13","1.4751879756","0","165","13","13"
"rpmB2","NC_000962.3","complement(2314825..2315061)","13","1.0270296032","0","237","13","13"
"Rv2059","NC_000962.3","2315174..2316709","133","1.6212439966","0","1536","133","133"
"Rv2061c","NC_000962.3","complement(2316681..2317085)","117","5.4090225771","0","405","117","117"
"cobN","NC_000962.3","complement(2317169..2320753)","522","2.7262727247","0","3585","522","522"
"mazE7","NC_000962.3","2320831..2321064","26","2.0803932989","0","234","26","26"
"mazF7","NC_000962.3","2321057..2321467","63","2.8700316313","0","411","63","63"
"cobG","NC_000962.3","2321451..2322542","620","10.6305811426","0","1092","620","620"
"cobH","NC_000962.3","2322552..2323178","171","5.1064199154","0","627","171","171"
"cobIJ","NC_000962.3","2323175..2324701","265","3.2493372743","0","1527","265","265"
"Rv2067c","NC_000962.3","complement(2324647..2325870)","255","3.9007374354","0","1224","255","255"
"blaC","NC_000962.3","complement(2325886..2326809)","446","9.0375527075","0","924","446","446"
"sigC","NC_000962.3","2326944..2327501","37","1.2415250332","0","558","37","37"
"cobK","NC_000962.3","complement(2327491..2328225)","85","2.1653073111","0","735","85","85"
"cobM","NC_000962.3","complement(2328222..2328977)","60","1.4859952135","0","756","60","60"
"cobL","NC_000962.3","complement(2328974..2330146)","116","1.851603243","0","1173","116","116"
"Rv2073c","NC_000962.3","complement(2330214..2330963)","58","1.447953736","0","750","58","58"
"Rv2074","NC_000962.3","2330993..2331406","431","19.4923806917","0","414","431","431"
"Rv2075c","NC_000962.3","complement(2331416..2332879)","344","4.399520255","0","1464","344","344"
"Rv2076c","NC_000962.3","complement(2333037..2333288)","165","12.2594605113","0","252","165","165"
"Rv2077c","NC_000962.3","complement(2333323..2334294)","8969","172.7689583118","0","972","8969","8969"
"Rv2077A","NC_000962.3","complement(2334295..2334594)","7","0.4368825928","0","300","7","7"
"Rv2078","NC_000962.3","2335059..2335373","26","1.545435022","0","315","26","26"
"Rv2079","NC_000962.3","2335355..2337325","175","1.6624147365","0","1971","175","175"
"lppJ","NC_000962.3","2337306..2337869","81","2.689018998","0","564","81","81"
"Miotto_candidate_1347","NC_000962.3","complement(2337529..2337559)","0","0","0","31","0","0"
"Miotto_candidate_1348","NC_000962.3","complement(2337642..2337778)","0","0","0","137","0","0"
"Miotto_candidate_1349","NC_000962.3","complement(2337828..2337996)","30","3.3237052704","0","169","30","30"
"Miotto_candidate_299","NC_000962.3","2337869..2337997","3","0.4354311556","0","129","3","3"
"Rv2081c","NC_000962.3","complement(2338065..2338505)","390","16.5582323789","0","441","390","390"
"Miotto_candidate_300","NC_000962.3","2338467..2338628","55","6.3567573021","0","162","55","55"
"IGR494_Rodriguez_Rv2081c-Rv2082","NC_000962.3","complement(2338490..2338600)","2","0.3373610755","0","111","2","2"
"Rv2082","NC_000962.3","2338709..2340874","359","3.1033013614","0","2166","359","359"
"Miotto_candidate_1351","NC_000962.3","complement(2340303..2340339)","0","0","0","37","0","0"
"Miotto_candidate_1352","NC_000962.3","complement(2340717..2340752)","0","0","0","36","0","0"
"Rv2083","NC_000962.3","2340871..2341815","308","6.1024870101","0","945","308","308"
"Rv2084","NC_000962.3","2341808..2342944","214","3.52404353","0","1137","214","214"
"Rv2085","NC_000962.3","2343027..2343332","29","1.7744531079","0","306","29","29"
"Rv2086","NC_000962.3","2343311..2343916","19","0.5870416734","0","606","19","19"
"pknJ","NC_000962.3","2344411..2346180","142","1.5021144836","0","1770","142","142"
"pepE","NC_000962.3","complement(2346197..2347324)","116","1.9254703936","0","1128","116","116"
"Rv2090","NC_000962.3","2347373..2348554","126","1.9959103223","0","1182","126","126"
"Rv2091c","NC_000962.3","complement(2348558..2349292)","2616","66.640516774","0","735","2616","2616"
"Miotto_candidate_301","NC_000962.3","2348573..2348622","0","0","0","50","0","0"
"helY","NC_000962.3","complement(2349334..2352054)","4403","30.2975910528","0","2721","4403","4403"
"tatC","NC_000962.3","complement(2352103..2353029)","2457","49.6264692753","0","927","2457","2457"
"tatA","NC_000962.3","complement(2353046..2353297)","3696","274.6119154524","0","252","3696","3696"
"pafC","NC_000962.3","complement(2353365..2354315)","185","3.6423289618","0","951","185","185"
"pafB","NC_000962.3","complement(2354312..2355310)","354","6.6347678181","0","999","354","354"
"pafA","NC_000962.3","complement(2355319..2356677)","608","8.3766829518","0","1359","608","608"
"Miotto_candidate_302","NC_000962.3","2356002..2356038","0","0","0","37","0","0"
"Miotto_candidate_303","NC_000962.3","2356153..2356193","0","0","0","41","0","0"
"Miotto_candidate_304","NC_000962.3","2356314..2356382","0","0","0","69","0","0"
"PE_PGRS36","NC_000962.3","complement(2356729..2358033)","52","0.7460720796","0","1305","52","52"
"PE21","NC_000962.3","complement(2358033..2358206)","12","1.2912785993","0","174","12","12"
"IGR495_Rodriguez_Rv2097c-Rv2100","NC_000962.3","2358222..2358319","0","0","0","98","0","0"
"Rv2100","NC_000962.3","2358389..2360041","11","0.1245970578","0","1653","11","11"
"IGR496_Rodriguez_Rv2100-Rv2101","NC_000962.3","2360191..2360280","19","3.9527472679","0","90","19","19"
"helZ","NC_000962.3","2360240..2363281","706","4.3454368906","0","3042","706","706"
"Rv2102","NC_000962.3","2363391..2364107","129","3.3686703208","0","717","129","129"
"vapC37","NC_000962.3","complement(2364086..2364520)","166","7.1450749162","0","435","166","166"
"vapB37","NC_000962.3","complement(2364527..2364781)","73","5.3600721465","0","255","73","73"
"Rv2104a","NC_000962.3","complement(2364797..2365054)","12","0.8708623112","0","258","12","12"
"IGR497_Rodriguez_Rv2106-Rv2107","NC_000962.3","2366958..2367082","2","0.299576635","0","125","2","2"
"IGR498_Rodriguez_Rv2106-Rv2107","NC_000962.3","2367140..2367234","2","0.3941797829","0","95","2","2"
"PE22","NC_000962.3","2367359..2367655","4","0.2521688847","0","297","4","4"
"PPE36","NC_000962.3","2367711..2368442","33","0.8440940024","0","732","33","33"
"Miotto_candidate_1353","NC_000962.3","complement(2368226..2368442)","21","1.8119554539","0","217","21","21"
"IGR499_Rodriguez_Rv2108-Rv2109c","NC_000962.3","2368491..2368581","1","0.2057531834","0","91","1","1"
"IGR500_Rodriguez_Rv2108-Rv2109c","NC_000962.3","complement(2368517..2368617)","2","0.3707631622","0","101","2","2"
"IGR501_Rodriguez_Rv2108-Rv2109c","NC_000962.3","complement(2368627..2368743)","16","2.5604840602","0","117","16","16"
"IGR502_Rodriguez_Rv2108-Rv2109c","NC_000962.3","complement(2368934..2369023)","41","8.5296125254","0","90","41","41"
"prcA","NC_000962.3","complement(2368983..2369729)","1916","48.0245007308","0","747","1916","1916"
"Miotto_candidate_306","NC_000962.3","2369356..2369397","0","0","0","42","0","0"
"Miotto_candidate_307","NC_000962.3","2369447..2369486","0","0","0","40","0","0"
"prcB","NC_000962.3","complement(2369726..2370601)","3462","73.996454802","0","876","3462","3462"
"Miotto_candidate_308","NC_000962.3","2369996..2370044","0","0","0","49","0","0"
"pup","NC_000962.3","complement(2370598..2370792)","1005","96.4982430174","0","195","1005","1005"
"IGR503_Rodriguez_Rv2111c-Rv2112c","NC_000962.3","complement(2370714..2371047)","250","14.0146255164","0","334","250","250"
"dop","NC_000962.3","complement(2370905..2372569)","942","10.5931377705","0","1665","940","942"
"Rv2113","NC_000962.3","2372630..2373823","145","2.273796696","0","1194","145","145"
"Rv2114","NC_000962.3","2373834..2374457","89","2.6705048596","0","624","89","89"
"Miotto_candidate_1354","NC_000962.3","complement(2374202..2374380)","107","11.1922835018","0","179","107","107"
"mpa","NC_000962.3","complement(2374461..2376290)","19119","195.6149482688","0","1830","19119","19119"
"Miotto_candidate_309","NC_000962.3","2376084..2376123","0","0","0","40","0","0"
"IGR504_Rodriguez_Rv2115c-Rv2116","NC_000962.3","2376432..2376533","19","3.4877181775","0","102","19","19"
"lppK","NC_000962.3","2376571..2377140","41","1.3467809251","0","570","41","41"
"Rv2117","NC_000962.3","2377148..2377441","9","0.5731695823","0","294","9","9"
"Rv2118c","NC_000962.3","complement(2377470..2378312)","58","1.2882150676","0","843","58","58"
"Rv2119","NC_000962.3","2378386..2379222","32","0.7158342534","0","837","32","32"
"Rv2120c","NC_000962.3","complement(2379245..2379727)","78","3.023677217","0","483","78","78"
"hisG","NC_000962.3","complement(2379806..2380660)","66","1.4453258708","0","855","66","66"
"hisE","NC_000962.3","complement(2380663..2380944)","12","0.7967463698","0","282","12","12"
"PPE37","NC_000962.3","2381071..2382492","22","0.2896750163","0","1422","22","22"
"metH","NC_000962.3","complement(2382489..2386067)","4715","24.6665240676","0","3579","4715","4715"
"Rv2125","NC_000962.3","2386293..2387171","569","12.1202435536","0","879","569","569"
"PE_PGRS37","NC_000962.3","complement(2387202..2387972)","37","0.8985356271","0","771","37","37"
"IGR505_Rodriguez_Rv2126c-Rv2127","NC_000962.3","2388514..2388625","9","1.5045701537","0","112","9","9"
"ansP1","NC_000962.3","2388616..2390085","301","3.8338676508","0","1470","301","301"
"Miotto_candidate_1355","NC_000962.3","complement(2390078..2390135)","0","0","0","58","0","0"
"Rv2128","NC_000962.3","2390085..2390288","44","4.0384105214","0","204","44","44"
"Rv2129c","NC_000962.3","complement(2390308..2391189)","445","9.4466838572","0","882","445","445"
"mshC","NC_000962.3","complement(2391215..2392459)","892","13.4147770309","0","1245","892","892"
"Miotto_candidate_310","NC_000962.3","2392027..2392089","0","0","0","63","0","0"
"cysQ","NC_000962.3","complement(2392517..2393320)","2671","62.2022071043","0","804","2671","2671"
"Rv2132","NC_000962.3","2393411..2393641","52","4.2148227873","0","231","52","52"
"IGR506_Rodriguez_Rv2132-Rv2133c","NC_000962.3","complement(2393706..2393913)","75","6.7512763305","0","208","75","75"
"Rv2133c","NC_000962.3","complement(2393851..2394639)","853","20.2423059005","0","789","853","853"
"Rv2134c","NC_000962.3","complement(2394650..2395237)","7151","227.7075379638","0","588","7151","7151"
"Rv2135c","NC_000962.3","complement(2395301..2396011)","206","5.4248230325","0","711","206","206"
"Rv2136c","NC_000962.3","complement(2396008..2396838)","629","14.1722099458","0","831","629","629"
"Rv2137c","NC_000962.3","complement(2396902..2397315)","6410","289.8982836051","0","414","6410","6410"
"Miotto_candidate_311","NC_000962.3","2397086..2397129","0","0","0","44","0","0"
"Miotto_candidate_312","NC_000962.3","2397263..2397308","0","0","0","46","0","0"
"lppL","NC_000962.3","2397330..2398406","283","4.919927328","0","1077","283","283"
"pyrD","NC_000962.3","2398720..2399793","193","3.3646584359","0","1074","193","193"
"TB18.6","NC_000962.3","complement(2399798..2400328)","126","4.4428738247","0","531","126","126"
"Rv2141c","NC_000962.3","complement(2400376..2401722)","265","3.683547155","0","1347","265","265"
"IGR507_Rodriguez_Rv2141c-Rv2142c","NC_000962.3","complement(2401777..2401856)","0","0","0","80","0","0"
"leuU","NC_000962.3","2401987..2402072","4","0.8708623112","0","86","4","4"
"Miotto_candidate_1356","NC_000962.3","complement(2402044..2402077)","0","0","0","34","0","0"
"parE2","NC_000962.3","complement(2402193..2402510)","59","3.4738642821","0","318","59","59"
"parD2","NC_000962.3","complement(2402507..2402722)","191","16.5564633369","0","216","191","191"
