id	dN	dS	id_symbol
MRA_3827	0.1467	1.1679	MRA_3827
MRA_1245	0.0681	0.9426	sugA
MRA_2082	0.2214	2.9097	blaC
MRA_1667	0.0649	0.8859	argF
MRA_1365	0.1556	1.0052	MRA_1365
MRA_1835	0.1106	1.354	MRA_1835
MRA_3108	0.0581	1.1393	MRA_3108
MRA_1866	0.1602	2.2073	MRA_1866
MRA_1704	0.0434	1.0581	ppnK
MRA_2906	0.1563	1.6952	cdsA
MRA_1000	0.0502	1.0605	galU
MRA_0284	0.1508	1.3833	MRA_0284
MRA_1020	0.0415	0.9683	ispE
MRA_2408	0.1588	1.2619	mbtJ
MRA_3341	0.1063	1.0515	MRA_3341
MRA_1317	0.0558	0.9678	atpG
MRA_0461	0.0309	1.1459	echA2
MRA_1201	0.0736	1.0563	MRA_1201
MRA_2462	0.1665	1.4419	rbsK
MRA_0938	0.107	1.1491	pstA1
MRA_3587	0.0649	1.3063	MRA_3587
MRA_3307	0.1132	0.8138	rmlD
MRA_3339	0.1671	1.0558	lpqC
MRA_0007	0.1859	1.2399	MRA_0007
MRA_3822	0.0648	0.7928	MRA_3822
MRA_3628	0.1157	1.123	mutY
MRA_1332	0.1238	1.167	MRA_1332
MRA_2336	0.0897	1.1456	uspA
MRA_0959	0.0386	1.2198	sucD
MRA_1998	0.1557	2.8859	MRA_1998
MRA_1181	0.1334	1.7059	mshB
MRA_3560	0.0794	1.2364	MRA_3560
MRA_3642	0.0688	1.0647	MRA_3642
MRA_3574	0.0485	1.1475	mhpF
MRA_0961	0.2212	1.2384	MRA_0961
MRA_1455	0.0473	1.142	opcA
MRA_0783	0.11	0.9948	MRA_0783
MRA_3846	0.0787	0.86	MRA_3846
MRA_2263	0.0738	0.8511	fabD
MRA_2484	0.1127	1.105	mmuM
MRA_0389	0.1286	1.1942	MRA_0389
MRA_3513	0.1213	1.8631	bpoA
MRA_0661	0.1031	1.2781	MRA_0661
MRA_2343	0.1174	1.8128	MRA_2343
MRA_0511	0.0919	2.5769	cmaA2
MRA_0433	0.182	1.1059	MRA_0433
MRA_0944	0.0925	0.9766	pstA2
MRA_2716	0.1173	1.8412	MRA_2716
MRA_2296	0.1148	0.682	MRA_2296
MRA_3306	0.0625	0.9962	wbbL1
MRA_2756	0.15	1.3235	MRA_2756
MRA_1059	0.6332	69.3185	MRA_1059
MRA_3792	0.1021	0.8365	tyrA
MRA_0657	0.1321	1.6595	lipG
MRA_2187	0.0869	0.8355	MRA_2187
MRA_2232	0.0665	1.1686	MRA_2232
MRA_0653	0.0357	0.9791	mmaA4
MRA_1430	0.0251	0.7855	MRA_1430
MRA_1826	0.085	1.0832	erg3
MRA_0526	0.0972	1.6239	MRA_0526
MRA_1628	0.0595	0.8513	tesB1
MRA_3066	0.0459	1.1409	MRA_3066
MRA_0271	0.1341	1.5778	MRA_0271
MRA_2313	0.0803	1.0999	MRA_2313
MRA_1807	0.0233	1.4282	MRA_1807
MRA_2388	0.0685	1.0743	era
MRA_3607	0.0479	1.2574	bphC
MRA_2055	0.0659	1.474	MRA_2055
MRA_1844	0.0774	1.6663	MRA_1844
MRA_2778	0.0595	0.8767	dapA
MRA_3351	0.1173	1.0577	MRA_3351
MRA_3204	0.1242	1.0296	hpx
MRA_2634	0.0323	0.9868	MRA_2634
MRA_1267	0.0723	1.0807	MRA_1267
MRA_3230	0.089	1.0741	MRA_3230
MRA_3843	0.1136	0.9871	fbpD
MRA_0720	0.0889	1.5763	MRA_0720
MRA_2214	0.1537	0.9972	mmpS3
MRA_0048	0.0959	1.1325	MRA_0048
MRA_2817	0.128	1.1953	truB
MRA_0379	0.0606	1.2905	MRA_0379
MRA_2919	0.0652	1.2804	xerC
MRA_3324	0.055	1.2231	sseA
MRA_2440	0.1774	1.0218	MRA_2440
MRA_3133	0.0889	1.2841	ftsX
MRA_0789	0.0697	1.1966	hemH
MRA_2651	0.1538	1.1352	MRA_2651
MRA_1086	0.1011	1.2528	lipU
MRA_2385	0.0644	1.0429	MRA_2385
MRA_0502	0.0558	0.8419	MRA_0502
MRA_3751	0.2483	68.8661	MRA_3751
MRA_2776	0.0672	0.9539	MRA_2776
MRA_3446	0.0975	1.1624	MRA_3446
MRA_0507	0.0871	0.8322	proC
MRA_2195	0.1281	1.5076	MRA_2195
MRA_0298	0.1284	1.1458	MRA_0298
MRA_3273	0.0808	1.1899	pvdS
MRA_0176	0.065	1.2448	yrbE1B
MRA_1665	0.0371	0.964	argB
MRA_0324	0.1144	1.2855	MRA_0324
MRA_2928	0.1242	0.9839	lepB
MRA_2041	0.2636	2.1568	MRA_2041
MRA_0760	0.085	1.0382	mmsB
MRA_2604	0.0869	1.0011	MRA_2604
MRA_0654	0.0908	1.4507	mmaA3
MRA_1837	0.0896	0.6609	MRA_1837
MRA_2339	0.1828	1.3996	MRA_2339
MRA_3590	0.0636	1.3064	MRA_3590
MRA_3243	0.0541	0.9648	MRA_3243
MRA_2140	0.0651	1.4637	MRA_2140
MRA_0541	0.091	1.4244	menA
MRA_0432	0.0553	0.993	xthA
MRA_2125	0.0796	1.1155	prcB
MRA_1107	0.0693	1.3815	MRA_1107
MRA_0506	0.1121	0.8183	MRA_0506
MRA_2452	0.0196	1.0262	MRA_2452
MRA_3608	0.032	0.9972	bphD
MRA_2936	0.0815	1.3299	dacB2
MRA_1290	0.0819	1.1885	oppC
MRA_1199	0.6639	30.289	sigI
MRA_2729	0.1186	0.8485	suhB
MRA_0051	0.1491	1.5245	MRA_0051
MRA_2963	0.2118	0.7077	drrB
MRA_0101	0.1172	1.0661	MRA_0101
MRA_3377	0.1869	0.8305	MRA_3377
MRA_3594	0.1206	0.9504	MRA_3594
MRA_2753	0.1213	0.9709	dapF
MRA_0822	0.1063	1.9149	MRA_0822
MRA_2950	0.078	0.9373	fpg
MRA_3616	0.0895	0.6791	MRA_3616
MRA_3072	0.0961	1.2146	MRA_3072
MRA_0343	0.0568	1.1891	rmlA
MRA_1092	0.0748	0.9513	mca
MRA_0960	0.0739	0.917	MRA_0960
MRA_0888	0.0845	1.1285	MRA_0888
MRA_1495A	0.0951	1.0511	MRA_1495A
MRA_0948	0.0847	1.3734	MRA_0948
MRA_3089	0.0846	0.995	MRA_3089
MRA_0476	0.095	1.3051	pcaA
MRA_3073	0.0687	1.2472	MRA_3073
MRA_0655	0.1011	1.3869	mmaA2
MRA_2915	0.0283	1.1301	rpsB
MRA_3695	0.0505	0.9376	MRA_3695
MRA_2902	0.1349	1.104	MRA_2902
MRA_1464	0.1668	1.0578	MRA_1464
MRA_3577	0.1006	1.2349	MRA_3577
MRA_0570	0.039	1.1537	htpX
MRA_0848	0.6235	63.9401	pip
MRA_0155	0.0449	1.0914	MRA_0155
MRA_0384	0.0903	1.6764	MRA_0384
MRA_0474	0.0455	1.0373	fadB2
MRA_0441	0.0685	1.045	pssA
MRA_1876	0.1334	1.2072	MRA_1876
MRA_0475	0.0685	1.2319	umaA
MRA_1253	0.1403	0.9081	lpqZ
MRA_0561	0.0876	0.8162	bpoC
MRA_0656	0.0513	1.5414	mmaA1
MRA_3504	0.127	1.2656	MRA_3504
MRA_1606	0.0978	2.02	nadC
MRA_1012	0.1522	1.0046	MRA_1012
MRA_3245	0.0726	1.2422	MRA_3245
MRA_1481	0.0545	0.9667	echA12
MRA_2886	0.0428	1.2089	mapB
MRA_2892	0.0801	0.8526	MRA_2892
MRA_2136	0.0664	0.838	hisG
MRA_3850	0.1565	1.3773	pirG
MRA_2308	0.123	0.8381	sseB
MRA_0391	0.0878	0.8207	MRA_0391
MRA_2423	0.0852	1.0452	cysT
MRA_3131	0.1449	1.2863	MRA_3131
MRA_3905	0.1487	1.4809	MRA_3905
MRA_2920	0.1076	0.9629	viuB
MRA_3605	0.1325	1.2923	nat
MRA_2999	0.0966	0.9357	MRA_2999
MRA_3264	0.043	0.9362	MRA_3264
MRA_0097	0.1934	0.771	MRA_0097
MRA_1150	0.1728	1.4736	MRA_1150
MRA_2345	0.1138	1.2251	MRA_2345
MRA_2417	0.1458	0.7543	MRA_2417
MRA_2633	0.1663	2.7393	tesB2
MRA_0779	0.1124	1.1649	MRA_0779
MRA_3396	0.0455	1.0951	folD
MRA_0027	0.1966	1.2871	MRA_0027
MRA_2243	0.0637	0.894	panB
MRA_3647	0.1201	1.5692	folP1
MRA_2054	0.0826	1.4005	MRA_2054
MRA_2210	0.0523	0.9911	qcrC
MRA_2048	0.0886	0.9438	MRA_2048
MRA_0487	0.095	0.9494	MRA_0487
MRA_3823	0.0485	1.2034	rfbD
MRA_1492	0.3221	67.5008	MRA_1492
MRA_0250	0.0664	0.9731	MRA_0250
MRA_2443	0.1468	1.0977	MRA_2443
MRA_0505	0.039	0.8643	MRA_0505
MRA_0712	0.0232	0.8237	rplB
MRA_3540	0.0294	1.8262	yrbE4B
MRA_3479	0.1194	1.331	MRA_3479
MRA_2133	0.0575	1.1669	MRA_2133
MRA_2434	0.0933	1.0839	MRA_2434
MRA_3035	0.1683	0.8841	MRA_3035
MRA_0191	0.1153	1.1203	MRA_0191
MRA_2043	0.4053	2.9921	MRA_2043
MRA_3550	0.0693	1.2035	MRA_3550
MRA_2134	0.0626	1.3463	MRA_2134
MRA_1082	0.0836	1.0238	MRA_1082
MRA_0825	0.0504	1.3634	cysA2
MRA_3149	0.0504	1.3634	cysA3
MRA_1726	0.0978	1.7944	MRA_1726
MRA_0161	0.1296	1.1305	ptbB
MRA_1254	0.0953	1.1185	MRA_1254
MRA_2964	0.1419	0.5507	drrC
MRA_0941	0.0658	1.0414	pstB
MRA_0079	0.092	0.797	MRA_0079
MRA_2707	0.0412	1.1733	echA15
MRA_3928	0.4078	63.2681	MRA_3928
MRA_2924	0.0985	0.8682	fdhD
MRA_2150	0.0825	1.1496	uppP
MRA_3455	0.1468	0.6006	MRA_3455
MRA_0696	0.0619	0.8774	MRA_0696
MRA_2794	0.2142	1.5196	MRA_2794
MRA_0370	0.1885	1.0502	MRA_0370
MRA_1105	0.091	1.4257	desA2
MRA_3112	0.7025	66.4583	MRA_3112
MRA_0774	0.0847	1.2548	MRA_0774
MRA_1414	0.1055	1.3004	MRA_1414
MRA_0715	0.0192	0.9035	rpsC
MRA_1246	0.0528	0.9358	sugB
MRA_3814	0.0382	1.7094	echA21
MRA_1394	0.1198	1.4644	pyrF
MRA_3882	0.0307	0.8594	glpQ1
MRA_3061	0.105	1.2324	MRA_3061
MRA_2337	0.0669	1.2453	uspB
MRA_3821	0.0317	0.9834	rfbE
MRA_0258	0.077	0.6357	MRA_0258
MRA_1347	0.0561	0.9148	MRA_1347
MRA_0945	0.0519	1.1058	MRA_0945
MRA_2524	0.0915	1.8304	citE
MRA_0083	0.2071	1.113	MRA_0083
MRA_2431	0.0872	0.8484	MRA_2431
MRA_2533	0.2007	0.7915	MRA_2533
MRA_2650	0.1417	1.9986	MRA_2650
MRA_3707	0.1355	1.0542	MRA_3707
MRA_3853	0.0848	1.132	MRA_3853
MRA_2652	0.3728	63.2034	MRA_2652
MRA_2278	0.1049	1.0309	MRA_2278
MRA_0412	0.1489	0.9977	MRA_0412
MRA_3639	0.0304	1.3089	MRA_3639
MRA_3318	0.0375	0.75	MRA_3318
MRA_2422	0.0852	1.4751	cysW
MRA_2775	0.0979	1.0021	MRA_2775
MRA_1621	0.0375	1.0653	trpC
MRA_0840	0.147	1.5713	MRA_0840
MRA_2914	0.0414	1.2713	tsf
MRA_1442	0.1603	0.6936	MRA_1442
MRA_1346	0.0502	1.1897	murI
MRA_2268	0.3933	64.7163	MRA_2268
MRA_2254	0.1056	1.0602	surF1
MRA_1623	0.0569	0.9345	trpA
MRA_0827	0.135	1.2399	MRA_0827
MRA_2979	0.0377	0.5636	MRA_2979
MRA_2770	0.0599	1.0368	MRA_2770
MRA_2769	0.1057	0.9349	MRA_2769
MRA_0847	0.141	1.0515	MRA_0847
MRA_1614	0.1256	1.1337	impA
MRA_1358	0.0668	1.2239	fabG-2
MRA_0978	0.0885	1.3354	echA7
MRA_1494	0.0411	0.8175	inhA
MRA_2581	0.0653	1.3382	aroE
MRA_0802	0.1412	1.0745	MRA_0802
MRA_3166	0.3788	3.5508	MRA_3166
MRA_1703	0.1177	1.0412	tlyA
MRA_3348	0.077	0.9699	deoD
MRA_1659	0.286	1.2657	MRA_1659
MRA_1469	0.0957	0.8521	MRA_1469
MRA_2490	0.0796	1.444	MRA_2490
MRA_2535	0.0526	0.9709	MRA_2535
MRA_1556	0.108	1.51	MRA_1556
MRA_2145	0.0949	1.1923	cysQ
MRA_1615	0.0329	1.1287	hisF
MRA_0304	0.0766	1.0328	MRA_0304
MRA_3698	0.067	1.2579	dppC
MRA_3320	0.1437	1.3135	birA
MRA_3692	0.2094	1.4595	MRA_3692
MRA_0742	0.0695	1.2154	mapA
MRA_3060	0.0136	1.0605	fixA
MRA_1472	0.0366	0.9053	MRA_1472
MRA_3252	0.0383	0.953	MRA_3252
MRA_0175	0.0412	2.1926	yrbE1A
MRA_2386	0.0383	0.5846	recO
MRA_2730	0.0844	1.6218	ppgK
MRA_0428	0.0937	0.969	thiD
MRA_2057	0.1447	1.0591	MRA_2057
MRA_0695	0.0999	0.9019	MRA_0695
MRA_3541	0.0127	1.2572	yrbE4A
MRA_2927	0.0678	1.0797	rnhB
MRA_0472	0.0597	1.0632	MRA_0472
MRA_0542	0.1092	0.7892	pnp
MRA_1647	0.0565	1.3283	MRA_1647
MRA_3712	0.0718	0.8869	MRA_3712
MRA_3626	0.0632	1.0454	MRA_3626
MRA_1017	0.0969	1.3398	tatD
MRA_0047	0.0944	1.3899	MRA_0047
MRA_1869	0.0824	1.8097	modB
MRA_2789	0.0581	0.9634	thyA
MRA_1364	0.1642	0.6005	MRA_1364
MRA_3555	0.0504	1.4492	echA19
MRA_0685	0.0509	1.4065	echA5
MRA_0935	0.0525	1.4117	MRA_0935
MRA_3361	0.0338	0.9859	sdhB
MRA_1257	0.1977	1.3858	MRA_1257
MRA_3598	0.0354	1.4041	MRA_3598
MRA_3440	0.1105	0.9477	MRA_3440
MRA_1096	0.0374	1.0463	MRA_1096
MRA_2395	0.1145	1.1139	MRA_2395
MRA_0014	0.104	0.9891	MRA_0014
MRA_2147	0.0915	1.0582	MRA_2147
MRA_3492	0.1713	1.1962	cut3
MRA_3187	0.0716	1.3921	nuoJ
MRA_0230	0.0499	1.0145	echA1
MRA_0884	0.0991	1.0813	MRA_0884
MRA_3575	0.0737	0.9685	mhpD
MRA_3327	0.0561	1.1844	sigF
MRA_1361	0.1449	1.0067	MRA_1361
MRA_0303	0.1036	0.7659	tam
MRA_0341	0.1464	1.0165	MRA_0341
MRA_2908	0.0224	0.9393	pyrH
MRA_2955	0.1285	0.9107	tesA
MRA_3854	0.148	1.2526	MRA_3854
MRA_1446	0.0636	1.146	tpi
MRA_1537	0.181	1.6499	wbbL2
MRA_1372	0.2063	1.6853	MRA_1372
MRA_1868	0.1773	1.4381	modA
MRA_1466	0.0546	0.8823	MRA_1466
MRA_2160	0.0583	1.4452	wag31
MRA_2306	0.2102	0.9063	cdh
MRA_1655	0.1459	1.3126	tsnR
MRA_3170	0.0906	1.3921	MRA_3170
MRA_3569	0.0672	1.1819	MRA_3569
MRA_0135	0.1514	1.2133	MRA_0135
MRA_2724	0.1415	1.0338	MRA_2724
MRA_1729	0.1435	1.7156	MRA_1729
MRA_0785	0.1319	1.9424	MRA_0785
MRA_0534	0.0847	1.2048	ccdA
MRA_1348	0.0369	0.807	rph
MRA_0368	0.1464	1.196	MRA_0368
MRA_3856	0.0716	0.8539	MRA_3856
MRA_3588	0.0612	1.0563	MRA_3588
MRA_3879	0.1394	1.2747	MRA_3879
MRA_0830	0.036	1.0651	phoT
MRA_2163	0.1341	0.6305	MRA_2163
MRA_2699	0.1516	1.0738	ribD
MRA_0949	0.1754	1.393	MRA_0949
MRA_0039	0.0997	1.1691	MRA_0039
MRA_1230	0.0802	1.2141	sigE
MRA_3630	0.1063	0.9146	MRA_3630
MRA_1041	0.0575	1.4388	trcR
MRA_2204	0.2159	1.2764	MRA_2204
MRA_0918	0.1353	1.1723	MRA_0918
MRA_1080	0.0418	0.9804	echA8
MRA_0451	0.0939	0.8114	MRA_0451
MRA_0026	0.0723	0.9056	MRA_0026
MRA_0846	0.1568	1.9791	lpqR
MRA_3696	0.1182	0.9464	MRA_3696
MRA_1874	0.1063	1.0418	MRA_1874
MRA_3496	0.0994	1.1137	truA
MRA_0326	0.1477	0.8675	glpQ2
MRA_2511	0.0727	1.3475	echA14
MRA_0094	0.1306	1.4663	MRA_0094
MRA_1939	0.084	1.0214	MRA_1939
MRA_2997	0.1949	1.9665	MRA_2997
MRA_1697	0.1745	1.5292	MRA_1697
MRA_0828	0.0566	0.9239	MRA_0828
MRA_0095	0.2568	1.7219	mtn
MRA_0232	0.0787	1.1345	MRA_0232
MRA_3071	0.0613	1.0711	echA17
MRA_1721	0.0736	0.9717	MRA_1721
MRA_3760	0.1593	0.9597	MRA_3760
MRA_1065	0.0554	1.3615	MRA_1065
MRA_3951	0.2347	1.2907	MRA_3951
MRA_3831	0.0442	0.8049	MRA_3831
MRA_2416	0.0976	0.7858	cysH
MRA_1529	0.5635	1.2975	MRA_1529
MRA_0609	0.4023	73.028	tcrA
MRA_0952	0.0801	0.8095	MRA_0952
MRA_0890	0.1155	1.2121	MRA_0890
MRA_1607	0.1933	2.5087	MRA_1607
MRA_2909	0.1673	0.7617	MRA_2909
MRA_1501	0.1794	1.3342	MRA_1501
MRA_2714	0.1231	1.9257	MRA_2714
MRA_0680	0.0493	0.9653	end
MRA_1008	0.2126	1.2211	MRA_1008
MRA_3267	0.131	1.3771	MRA_3267
MRA_2695	0.1032	1.4446	clpC2
MRA_3182	0.0873	0.8814	nuoE
MRA_0423	0.048	1.0467	thiG
MRA_2085	0.0797	1.4158	cobM
MRA_2631	0.0186	1.7576	MRA_2631
MRA_0703	0.1389	1.0937	MRA_0703
MRA_0491	0.0649	1.1394	MRA_0491
MRA_3855	0.1235	1.312	MRA_3855
MRA_0381	0.0849	1.6693	MRA_0381
MRA_3857	0.147	1.3084	aph
MRA_0123	0.1363	0.8934	MRA_0123
MRA_1875	0.1488	0.9171	MRA_1875
MRA_1154	0.0626	1.2024	MRA_1154
MRA_3591	0.0735	1.1535	MRA_3591
MRA_2235	0.0668	0.9533	MRA_2235
MRA_1701	0.0616	1.0232	MRA_1701
MRA_1312	0.0667	1.4909	atpB
MRA_2703	0.0704	1.4492	MRA_2703
MRA_1924	0.1652	1.1845	MRA_1924
MRA_2164	0.0764	0.9405	yfiH
MRA_0744	0.1401	1.0235	MRA_0744
MRA_2779	0.0521	1.2952	thyX
MRA_0496	0.0522	1.1019	gpm1
MRA_0192	0.056	1.3204	MRA_0192
MRA_2087	0.0743	1.1274	MRA_2087
MRA_2224	0.1383	1.0087	cobS
MRA_2530	0.0592	1.4526	scoA
MRA_0256	0.042	0.8324	MRA_0256
MRA_3947	0.0798	0.7679	MRA_3947
MRA_0993	0.1778	1.5678	MRA_0993
MRA_0778	0.0478	1.2	MRA_0778
MRA_2124	0.0203	0.5152	prcA
MRA_3589	0.0457	1.7162	echA20
MRA_1493	0.1824	2.8022	fabG1
MRA_1454	0.1408	1.1586	devB
MRA_1840	0.045	1.0829	MRA_1840
MRA_2444	0.0723	0.737	MRA_2444
MRA_0267	0.1989	1.6902	MRA_0267
MRA_0767	0.0266	1.5383	phoP
MRA_2197	0.0921	1.2759	MRA_2197
MRA_2602	0.1131	1.0841	MRA_2602
MRA_1175	0.0894	1.1035	narI
MRA_3082	0.054	0.9609	MRA_3082
MRA_2986	0.1292	0.7805	MRA_2986
MRA_1613	0.0457	0.9127	hisA
MRA_2790	0.1582	1.9901	MRA_2790
MRA_1753	0.1646	1.3461	MRA_1753
MRA_2798	0.0455	0.9781	dapB
MRA_3709	0.0522	0.811	nth
MRA_2248	0.1202	0.9978	MRA_2248
MRA_2954	0.0381	1.3378	MRA_2954
MRA_3279	0.1258	0.9858	MRA_3279
MRA_0046	0.1024	1.0203	MRA_0046
MRA_0186	0.2163	2.0769	MRA_0186
MRA_0189	0.1269	1.1071	MRA_0189
MRA_2084	0.1699	1.2868	cobK
MRA_1420	0.1481	1.1189	lprG
MRA_3955	0.0821	1.1023	MRA_3955
MRA_2106	0.1612	1.2832	MRA_2106
MRA_1030	0.0712	0.9772	lpqU
MRA_1759	0.2643	2.7984	MRA_1759
MRA_0912	0.063	1.2129	echA6
MRA_2123	0.1152	0.0863	MRA_2123
MRA_3383	0.07	1.1077	MRA_3383
MRA_1095	0.0898	1.1462	MRA_1095
MRA_3533	0.1227	1.8574	MRA_3533
MRA_0501	0.0877	1.0414	MRA_0501
MRA_0215	0.097	0.8028	MRA_0215
MRA_0800	0.129	1.4386	MRA_0800
MRA_0738	0.0781	1.7223	MRA_0738
MRA_3667	0.0692	1.8744	MRA_3667
MRA_0283	0.1754	1.1756	MRA_0283
MRA_2162	0.0481	1.2142	MRA_2162
MRA_0766	0.151	1.0892	MRA_0766
MRA_0567	0.1295	1.6063	MRA_0567
MRA_1488	0.1069	0.9099	MRA_1488
MRA_3754	0.0652	1.1957	MRA_3754
MRA_0437	0.1697	0.9649	sodC
MRA_2952	0.0508	1.2869	rncS
MRA_3659	0.1517	1.9511	lpqG
MRA_1345	0.0857	1.8718	MRA_1345
MRA_2552	0.0855	0.8676	MRA_2552
MRA_0684	0.1049	0.9142	MRA_0684
MRA_1088	0.1759	1.0145	pra
MRA_3022	0.0545	0.7494	MRA_3022
MRA_3794	0.0928	1.299	proZ
MRA_0650	0.0315	0.8454	nusG
MRA_3615	0.2133	0.7666	lppH
MRA_2069	0.1052	1.0828	MRA_2069
MRA_0643	0.0656	0.7532	MRA_0643
MRA_2715	0.1966	2.2628	MRA_2715
MRA_1161	0.0606	0.9923	MRA_1161
MRA_3000	0.1099	1.2914	MRA_3000
MRA_3475	0.2487	1.54	MRA_3475
MRA_3861	0.4552	55.6621	MRA_3861
MRA_2149	0.0839	1.3479	MRA_2149
MRA_3558	0.0781	1.825	MRA_3558
MRA_0457	0.0575	0.853	MRA_0457
MRA_1603	0.0563	1.0453	MRA_1603
MRA_0910	0.0114	1.02	prrA
MRA_3429	0.1549	1.1125	lpqD
MRA_2587	0.0492	0.7086	MRA_2587
MRA_2222	0.1533	1.2128	MRA_2222
MRA_3180	0.0522	0.8316	nuoC
MRA_0652	0.0162	0.7437	rplA
MRA_2723	0.1419	0.9169	MRA_2723
MRA_0360	0.1177	0.7118	grpE
MRA_1620	0.1971	1.7932	MRA_1620
MRA_0479	0.0402	0.9841	MRA_0479
MRA_1828	0.0952	1.1981	MRA_1828
MRA_3803	0.0374	1.6519	MRA_3803
MRA_0565	0.0708	1.2314	menH
MRA_1823	0.065	1.4538	mgtC
MRA_2972	0.1016	0.574	lppX
MRA_1111	0.1377	1.1957	MRA_1111
MRA_3735	0.0706	1.197	MRA_3735
MRA_3018	0.0846	0.9014	MRA_3018
MRA_3738	0.1095	1.2039	MRA_3738
MRA_3703	0.1262	1.309	MRA_3703
MRA_0015	0.1005	1.0537	trpG
MRA_1417	0.0512	1.0872	rpe
MRA_0449	0.1739	1.2039	MRA_0449
MRA_3877	0.1328	0.984	MRA_3877
MRA_3750	0.0535	1.2192	cobQ2
MRA_3621	0.1959	2.179	ispD
MRA_3249	0.0637	0.9111	MRA_3249
MRA_0664	0.1163	1.5642	MRA_0664
MRA_2704	0.0371	1.2564	MRA_2704
MRA_2755	0.1703	0.6951	MRA_2755
MRA_1720	0.0907	1.0113	MRA_1720
MRA_0442	0.1021	1.5734	psd
MRA_0641	0.0677	1.7913	echA3
MRA_2564	0.1861	1.6619	MRA_2564
MRA_2739	0.0285	0.9991	ideR
MRA_2219	0.1516	0.9719	MRA_2219
MRA_2318	0.2124	77.8971	cut2
MRA_0988	0.0142	0.9522	mprA
MRA_1578	0.1218	1.2767	MRA_1578
MRA_2931	0.0483	1.1545	trmD
MRA_2233	0.0908	1.1055	lipB
MRA_2304	0.101	1.0612	MRA_2304
MRA_1722	0.1197	1.2619	cmk
MRA_3309	0.1137	0.9819	MRA_3309
MRA_3521	0.1829	0.8041	MRA_3521
MRA_3804	0.0909	1.0886	MRA_3804
MRA_0208	0.145	1.1072	MRA_0208
MRA_2355	0.1419	1.2804	cysE
MRA_3795	0.1048	1.6284	proW
MRA_3134	0.0283	0.6814	ftsE
MRA_0240	0.0676	1.2053	MRA_0240
MRA_0590	0.1647	1.0919	lpqN
MRA_1991	0.1854	1.0752	mpt64
MRA_2812	0.0521	0.8999	sirR
MRA_1032	0.1218	0.9247	MRA_1032
MRA_3246	0.0623	0.7356	MRA_3246
MRA_1885	0.1114	0.8218	MRA_1885
MRA_2744	0.0833	0.9321	MRA_2744
MRA_0793	0.085	1.0383	MRA_0793
MRA_3287	0.0019	0.5146	mtrA
MRA_2719	0.0514	1.0566	ceoB
MRA_3068	0.099	0.8859	MRA_3068
MRA_3005	0.0551	0.849	ung
MRA_2818	0.0974	1.0296	MRA_2818
MRA_0373	0.1524	2.3452	MRA_0373
MRA_1168	0.1829	2.7521	MRA_1168
MRA_0498	0.0037	1.0477	regX3
MRA_3708	0.1484	1.2297	MRA_3708
MRA_2186	0.0666	0.9856	lppM
MRA_1273	0.068	0.9413	MRA_1273
MRA_1582	0.172	1.2488	bioD
MRA_0333	0.0706	0.6425	MRA_0333
MRA_1696	0.0743	1.6146	MRA_1696
MRA_1035	0.04	0.8238	kdpE
MRA_0823	0.0701	0.9736	MRA_0823
MRA_1329	0.0448	1.0449	MRA_1329
MRA_1024	0.2021	1.1762	lpqT
MRA_3691	0.1592	1.0945	MRA_3691
MRA_2646	0.1218	1.0576	MRA_2646
MRA_1867	0.0791	1.0665	MRA_1867
MRA_1842	0.034	1.2241	MRA_1842
MRA_1546	0.1413	1.8213	MRA_1546
MRA_2635	0.1819	8.4654	pdxH
MRA_0485	0.1064	1.2409	deoC
MRA_2649	0.2389	1.3355	MRA_2649
MRA_2586	0.2152	2.6196	MRA_2586
MRA_0970	0.1981	1.7429	lprP
MRA_0798	0.0363	0.9588	purQ
MRA_3241	0.173	1.2621	lipV
MRA_3711	0.0134	0.7748	MRA_3711
MRA_2610	0.0912	1.4973	MRA_2610
MRA_3958	0.1232	1.408	gid
MRA_1225	0.2463	2.157	MRA_1225
MRA_0710	0.0563	1.0378	rplD
MRA_0315	0.0819	1.1963	MRA_0315
MRA_2721	0.1629	1.4011	MRA_2721
MRA_0332	0.39	27.7129	MRA_0332
MRA_2445	0.0957	1.2671	MRA_2445
MRA_3323	0.201	1.129	maf
MRA_0420	0.1172	0.9574	thiE
MRA_3312	0.1005	0.8522	MRA_3312
MRA_2495	0.0657	0.8803	MRA_2495
MRA_1652	0.0471	0.6433	infC
MRA_0453	0.1298	0.8575	MRA_0453
MRA_3336	0.0612	1.2433	MRA_3336
MRA_1601	0.2067	1.4662	MRA_1601
MRA_1827	0.1344	1.2284	MRA_1827
MRA_0831	0.0257	0.9221	phoY2
MRA_0547	0.1298	1.2683	MRA_0547
MRA_0329	0.2192	0.9767	MRA_0329
MRA_2720	0.0464	1.1426	ceoC
MRA_0729	0.0515	0.9409	rpsE
MRA_0388	0.0454	1.1081	MRA_0388
MRA_1371	0.1682	0.8813	MRA_1371
MRA_0089	0.1561	2.2965	hycP
MRA_0207	0.1377	1.081	MRA_0207
MRA_2529	0.0555	0.9783	scoB
MRA_1340	0.1093	0.9447	MRA_1340
MRA_0812	0.1098	1.1848	MRA_0812
MRA_2666	0.0643	1.2354	dedA
MRA_3890	0.0744	1.4101	MRA_3890
MRA_3043	0.0717	1.5142	MRA_3043
MRA_0318	0.0776	1.1333	MRA_0318
MRA_0997	0.0931	1.0046	MRA_0997
