"Name","Chromosome","Region","Expression value","TPM","RPKM","Gene length","Unique gene reads","Total gene reads"
"IGR435_Rodriguez_Rv1856c-Rv1857","NC_000962.3","complement(2104793..2104885)","17","3.8051521535","0","93","17","17"
"IGR436_Rodriguez_Rv1856c-Rv1857","NC_000962.3","2104920..2105021","27","5.5102289835","0","102","27","27"
"modA","NC_000962.3","2104985..2105770","472","12.5004459608","0","786","472","472"
"modB","NC_000962.3","2105773..2106567","111","2.9064436315","0","795","111","111"
"modC","NC_000962.3","2106574..2107683","710","13.3150077739","0","1110","710","710"
"apa","NC_000962.3","2107736..2108713","403","8.5777275087","0","978","403","403"
"IGR437_Rodriguez_Rv1860-Rv1861","NC_000962.3","complement(2108991..2109083)","3","0.6714974388","0","93","3","3"
"Rv1861","NC_000962.3","2109165..2109470","199","13.5374761446","0","306","199","199"
"IGR438_Rodriguez_Rv1861-Rv1862","NC_000962.3","2109436..2109580","112","16.0788903978","0","145","112","112"
"adhA","NC_000962.3","2109544..2110584","2010","40.1930887749","0","1041","2010","2010"
"Rv1863c","NC_000962.3","complement(2110591..2111361)","2903","78.3788184361","0","771","2903","2903"
"Miotto_candidate_270","NC_000962.3","2111229..2111274","0","0","0","46","0","0"
"Miotto_candidate_271","NC_000962.3","2111305..2111335","0","0","0","31","0","0"
"Rv1864c","NC_000962.3","complement(2111354..2112109)","907","24.9741977356","0","756","907","907"
"Rv1865c","NC_000962.3","complement(2112106..2112966)","199","4.8112284556","0","861","199","199"
"Rv1866","NC_000962.3","2113140..2115476","659","5.8699277613","0","2337","659","659"
"Rv1867","NC_000962.3","2115764..2117248","374","5.2426540781","0","1485","374","374"
"Rv1868","NC_000962.3","2117347..2119446","1186","11.7563213508","0","2100","1186","1186"
"Rv1869c","NC_000962.3","complement(2119460..2120695)","1867","31.4435738416","0","1236","1867","1867"
"IGR439_Rodriguez_Rv1869c-Rv1870c","NC_000962.3","complement(2120728..2120797)","7","2.0816420604","0","70","7","7"
"Rv1870c","NC_000962.3","complement(2120795..2121430)","3574","116.9778101254","0","636","3574","3574"
"Rv1871c","NC_000962.3","complement(2121495..2121884)","9171","489.5061368256","0","390","8965","9171"
"IGR985_Rodriguez_Rv1871c-Rv1872c","NC_000962.3","complement(2121742..2122033)","5573","397.2942192731","0","292","5406","5573"
"lldD2","NC_000962.3","complement(2121907..2123151)","48321","807.9279196949","0","1245","48277","48321"
"Rv1873","NC_000962.3","2123174..2123611","74","3.5169295085","0","438","74","74"
"Rv1874","NC_000962.3","2123684..2124370","1762","53.3894222777","0","687","1762","1762"
"Miotto_candidate_1311","NC_000962.3","complement(2123782..2123879)","0","0","0","98","0","0"
"Rv1875","NC_000962.3","2124381..2124824","3236","151.7160744944","0","444","3236","3236"
"Miotto_candidate_1312","NC_000962.3","complement(2125225..2125290)","0","0","0","66","0","0"
"bfrA","NC_000962.3","2125340..2125819","1264","54.816574258","0","480","1264","1264"
"Rv1877","NC_000962.3","2125904..2127967","2229","22.4805239956","0","2064","2229","2229"
"glnA3","NC_000962.3","2128022..2129374","484","7.4465244438","0","1353","484","484"
"Rv1879","NC_000962.3","2129377..2130513","474","8.6780856345","0","1137","474","474"
"cyp140","NC_000962.3","complement(2130541..2131857)","3143","49.6780637504","0","1317","3143","3143"
"IGR441_Rodriguez_Rv1880c-Rv1881c","NC_000962.3","complement(2131785..2131955)","22","2.6781359842","0","171","22","22"
"lppE","NC_000962.3","complement(2131907..2132329)","232","11.4170439248","0","423","232","232"
"IGR442_Rodriguez_Rv1881c-Rv1882c","NC_000962.3","complement(2132280..2132402)","22","3.7232622219","0","123","22","22"
"Rv1882c","NC_000962.3","complement(2132370..2133203)","392","9.7842168788","0","834","392","392"
"IGR443_Rodriguez_Rv1882c-Rv1883c","NC_000962.3","complement(2133158..2133264)","48","9.3382073739","0","107","48","48"
"Rv1883c","NC_000962.3","complement(2133231..2133692)","828","37.3073512129","0","462","828","828"
"rpfC","NC_000962.3","complement(2133731..2134261)","354","13.8776137362","0","531","354","354"
"*MtCM","NC_000962.3","complement(2134273..2134872)","399","13.8429197019","0","600","399","399"
"IGR444_Rodriguez_Rv1885c-Rv1886c","NC_000962.3","complement(2134834..2134929)","119","25.8036880407","0","96","119","119"
"fbpB","NC_000962.3","complement(2134890..2135867)","3134","66.7061985418","0","978","3134","3134"
"Miotto_candidate_272","NC_000962.3","2135131..2135185","0","0","0","55","0","0"
"Miotto_candidate_1313","NC_000962.3","complement(2135867..2135906)","0","0","0","40","0","0"
"Miotto_candidate_1314","NC_000962.3","complement(2136126..2136173)","0","0","0","48","0","0"
"IGR445_Rodriguez_Rv1886c-Rv1887","NC_000962.3","2136149..2136294","183","26.091814867","0","146","183","183"
"Miotto_candidate_1315","NC_000962.3","complement(2136209..2136281)","0","0","0","73","0","0"
"Rv1887","NC_000962.3","2136258..2137400","5832","106.212917729","0","1143","5832","5832"
"Miotto_candidate_1316","NC_000962.3","complement(2136948..2136984)","0","0","0","37","0","0"
"Miotto_candidate_1317","NC_000962.3","complement(2137034..2137087)","0","0","0","54","0","0"
"Rv1887a","NC_000962.3","2137370..2138079","437","12.8123602874","0","710","437","437"
"Rv1888A","NC_000962.3","complement(2138174..2138617)","74","3.469403434","0","444","74","74"
"IGR447_Rodriguez_Rv1888c-Rv1888A","NC_000962.3","2138272..2138472","54","5.5924712071","0","201","54","54"
"Rv1890c","NC_000962.3","complement(2139076..2139687)","274","9.3197700091","0","612","274","274"
"AS1890","NC_000962.3","2139419..2139656","12","1.0495674254","0","238","12","12"
"Rv1891","NC_000962.3","2139741..2140148","2361","120.4597280557","0","408","2361","2361"
"Rv1892","NC_000962.3","2140165..2140476","412","27.4883502852","0","312","412","412"
"Rv1893","NC_000962.3","2140486..2140704","388","36.8802337647","0","219","388","388"
"IGR448_Rodriguez_Rv1893-Rv1894c","NC_000962.3","2140706..2140765","1","0.3469403434","0","60","1","1"
"Rv1894c","NC_000962.3","complement(2140739..2141869)","21461","394.9966424304","0","1131","21461","21461"
"IGR449_Rodriguez_Rv1894c-Rv1895","NC_000962.3","2141942..2142107","237","29.719829417","0","166","237","237"
"IGR450_Rodriguez_Rv1894c-Rv1895","NC_000962.3","complement(2142257..2142331)","11","3.053075022","0","75","11","11"
"Rv1895","NC_000962.3","2142521..2143675","3352","60.4126769399","0","1155","3352","3352"
"Rv1896c","NC_000962.3","complement(2143535..2144446)","631","14.4025892558","0","912","631","631"
"Miotto_candidate_274","NC_000962.3","2144426..2144457","0","0","0","32","0","0"
"Rv1897c","NC_000962.3","complement(2144451..2144882)","138","6.6496899153","0","432","138","138"
"Rv1898","NC_000962.3","2144940..2145248","1411","95.0549173873","0","309","1411","1411"
"lppD","NC_000962.3","complement(2145214..2146245)","7625","153.8034952595","0","1032","7625","7625"
"lipJ","NC_000962.3","complement(2146245..2147633)","2440","36.5673623286","0","1389","2440","2440"
"cinA","NC_000962.3","2147662..2148954","1397","22.4907498718","0","1293","1397","1397"
"Miotto_candidate_1318","NC_000962.3","complement(2148308..2148353)","0","0","0","46","0","0"
"nanT","NC_000962.3","complement(2149006..2150274)","445","7.2996904404","0","1269","445","445"
"Rv1903","NC_000962.3","2150364..2150768","68","3.4951027187","0","405","68","68"
"Miotto_candidate_275","NC_000962.3","2150834..2150866","0","0","0","33","0","0"
"Rv1904","NC_000962.3","2150954..2151385","775","37.3442730748","0","432","775","775"
"aao","NC_000962.3","complement(2151433..2152395)","1607","34.737266782","0","963","1603","1607"
"IGR451_Rodriguez_Rv1905c-Rv1906c","NC_000962.3","complement(2152290..2152518)","1609","146.2603526302","0","229","1597","1609"
"Rv1906c","NC_000962.3","complement(2152425..2152895)","2303","101.7838994728","0","471","2303","2303"
"IGR452_Rodriguez_Rv1906c-Rv1907c","NC_000962.3","complement(2153134..2153186)","1","0.3927626529","0","53","1","1"
"Rv1907c","NC_000962.3","complement(2153235..2153882)","1292","41.5043447851","0","648","1292","1292"
"katG","NC_000962.3","complement(2153889..2156111)","47154","441.5553293635","0","2223","47154","47154"
"furA","NC_000962.3","complement(2156149..2156592)","4590","215.1967805714","0","444","4590","4590"
"Rv1910c","NC_000962.3","complement(2156706..2157299)","708","24.8114912253","0","594","708","708"
"IGR453_Rodriguez_Rv1910c-Rv1911c","NC_000962.3","2157312..2157390","0","0","0","79","0","0"
"lppC","NC_000962.3","complement(2157382..2157987)","2454","84.2961982887","0","606","2454","2454"
"Miotto_candidate_1319","NC_000962.3","complement(2158003..2158033)","0","0","0","31","0","0"
"fadB5","NC_000962.3","complement(2158087..2159091)","1222","25.3111104263","0","1005","1222","1222"
"Miotto_candidate_1320","NC_000962.3","complement(2159104..2159136)","0","0","0","33","0","0"
"Rv1913","NC_000962.3","2159191..2159943","438","12.1083562081","0","753","438","438"
"Rv1914c","NC_000962.3","complement(2159921..2160328)","237","12.0918913804","0","408","237","237"
"aceAa","NC_000962.3","2160463..2161566","6809","128.3867825133","0","1104","6809","6809"
"Miotto_candidate_1321","NC_000962.3","complement(2161142..2161176)","0","0","0","35","0","0"
"aceAb","NC_000962.3","2161566..2162762","3612","62.8144621744","0","1197","3612","3612"
"IGR454_Rodriguez_Rv1916-Rv1917c","NC_000962.3","2162731..2162848","327","57.6861825221","0","118","327","327"
"IGR455_Rodriguez_Rv1916-Rv1917c","NC_000962.3","2162861..2162963","114","23.0395334844","0","103","114","114"
"PPE34","NC_000962.3","complement(2162932..2167311)","279","1.3259774768","0","4380","279","279"
"PPE35","NC_000962.3","complement(2167649..2170612)","920","6.4612371646","0","2964","920","920"
"IGR456_Rodriguez_Rv1918c-Rv1919c","NC_000962.3","complement(2171003..2171098)","30","6.5051314388","0","96","30","30"
"Rv1919c","NC_000962.3","complement(2171061..2171525)","345","15.4444410935","0","465","345","345"
"Rv1920","NC_000962.3","2171623..2172486","1155","27.8275067106","0","864","1155","1155"
"Miotto_candidate_1322","NC_000962.3","complement(2171657..2171733)","0","0","0","77","0","0"
"lppF","NC_000962.3","complement(2172524..2173795)","95","1.5546855011","0","1272","95","95"
"Rv1922","NC_000962.3","2174067..2175182","1109","20.6858516579","0","1116","1109","1109"
"lipD","NC_000962.3","2175173..2176513","1298","20.1489291159","0","1341","1298","1298"
"Miotto_candidate_1323","NC_000962.3","complement(2175985..2176017)","0","0","0","33","0","0"
"Rv1924c","NC_000962.3","complement(2176550..2176930)","270","14.751794129","0","381","270","270"
"Miotto_candidate_1324","NC_000962.3","complement(2177083..2177160)","0","0","0","78","0","0"
"fadD31","NC_000962.3","2177087..2178949","42124","470.6768124183","0","1863","42124","42124"
"Miotto_candidate_1325","NC_000962.3","complement(2177632..2177678)","0","0","0","47","0","0"
"mpt63","NC_000962.3","complement(2178957..2179436)","693","30.0537072475","0","480","693","693"
"Miotto_candidate_276","NC_000962.3","2178976..2179032","0","0","0","57","0","0"
"Miotto_candidate_1326","NC_000962.3","complement(2179436..2179470)","0","0","0","35","0","0"
"IGR457_Rodriguez_Rv1926c-Rv1927","NC_000962.3","2179533..2179583","0","0","0","51","0","0"
"Rv1927","NC_000962.3","2179673..2180446","871","23.4251968299","0","774","871","871"
"Rv1928c","NC_000962.3","complement(2180450..2181217)","193","5.2312098654","0","768","193","193"
"Rv1929c","NC_000962.3","complement(2181262..2181906)","935","30.1757414961","0","645","935","935"
"Rv1930c","NC_000962.3","complement(2181918..2182442)","85","3.3702776216","0","525","85","85"
"Rv1931c","NC_000962.3","complement(2182460..2183239)","501","13.3705470805","0","780","501","501"
"tpx","NC_000962.3","2183372..2183869","391","16.3438161773","0","498","391","391"
"Miotto_candidate_1327","NC_000962.3","complement(2183393..2183425)","0","0","0","33","0","0"
"fadE18","NC_000962.3","complement(2183866..2184957)","89","1.6965764046","0","1092","89","89"
"fadE17","NC_000962.3","complement(2184959..2186188)","186","3.1478489694","0","1230","186","186"
"echA13","NC_000962.3","complement(2186203..2187159)","557","12.1157223371","0","957","557","557"
"Rv1936","NC_000962.3","2187384..2188493","3302","61.9241629148","0","1110","3302","3302"
"Rv1937","NC_000962.3","2188496..2191015","2804","23.1623981645","0","2520","2804","2804"
"ephB","NC_000962.3","2191027..2192097","1192","23.1682290946","0","1071","1192","1192"
"Rv1939","NC_000962.3","2192094..2192609","638","25.7381324526","0","516","638","638"
"ribA1","NC_000962.3","2192606..2193667","1083","21.2280447405","0","1062","1083","1083"
"Rv1941","NC_000962.3","2193664..2194434","428","11.555678364","0","771","428","428"
"mazF5","NC_000962.3","complement(2194644..2194973)","2649","167.0990853963","0","330","2649","2649"
"mazE5","NC_000962.3","complement(2194970..2195347)","2078","114.4352434278","0","378","2078","2078"
"Rv1944c","NC_000962.3","complement(2195344..2195934)","227","7.9954779648","0","591","227","227"
"Rv1945","NC_000962.3","2195989..2197353","911","13.8928638612","0","1365","349","911"
"lppG","NC_000962.3","complement(2197508..2197960)","27","1.2407138109","0","453","27","27"
"Rv1947","NC_000962.3","2198024..2198425","142","7.3530639946","0","402","142","142"
"Rv1948c","NC_000962.3","complement(2198714..2199064)","108","6.4050524936","0","351","108","108"
"Rv1950c","NC_000962.3","complement(2199998..2200189)","315","34.1519400539","0","192","315","315"
"Rv1951c","NC_000962.3","complement(2200190..2200486)","341","23.9003347679","0","297","341","341"
"vapB14","NC_000962.3","2200726..2200941","258","24.864057944","0","216","258","258"
"vapC14","NC_000962.3","2200938..2201249","167","11.142122567","0","312","167","167"
"Rv1954c","NC_000962.3","complement(2201223..2201744)","25","0.9969550098","0","522","25","25"
"Miotto_candidate_277","NC_000962.3","2201249..2201322","0","0","0","74","0","0"
"higB","NC_000962.3","2201719..2202096","19648","1082.0133122572","0","378","19648","19648"
"higA","NC_000962.3","2202138..2202587","12527","579.4828909111","0","450","12527","12527"
"Rv1957","NC_000962.3","2202584..2203129","5941","226.5024813372","0","546","5941","5941"
"Miotto_candidate_1328","NC_000962.3","complement(2202859..2202915)","0","0","0","57","0","0"
"Rv1958c","NC_000962.3","complement(2203018..2203632)","262","8.8681336558","0","615","262","262"
"parE1","NC_000962.3","complement(2203681..2203977)","2342","164.1483402534","0","297","2342","2342"
"parD1","NC_000962.3","complement(2203974..2204225)","4822","398.3205561663","0","252","4822","4822"
"Rv1961","NC_000962.3","2204212..2204706","465","19.5548193556","0","495","465","465"
"IGR458_Rodriguez_Rv1961-Rv1962c","NC_000962.3","complement(2204716..2204846)","34","5.4027351187","0","131","34","34"
"vapC35","NC_000962.3","complement(2204866..2205273)","398","20.3062142169","0","408","398","398"
"vapB35","NC_000962.3","complement(2205277..2205549)","477","36.3715480888","0","273","477","477"
"IGR459_Rodriguez_Rv1962A-Rv1963c","NC_000962.3","2205516..2205609","2","0.442902566","0","94","2","2"
"mce3R","NC_000962.3","complement(2205582..2206802)","1099","18.7364834104","0","1221","1054","1099"
"IGR460_Rodriguez_Rv1963c-Rv1964","NC_000962.3","complement(2206545..2207452)","1522","34.8927226429","0","908","1422","1522"
"IGR461_Rodriguez_Rv1963c-Rv1964","NC_000962.3","2207130..2207229","0","0","0","100","0","0"
"IGR462_Rodriguez_Rv1963c-Rv1964","NC_000962.3","2207629..2207729","32","6.5953015776","0","101","32","32"
"yrbE3A","NC_000962.3","2207700..2208497","1199","31.2768023867","0","798","1199","1199"
"yrbE3B","NC_000962.3","2208507..2209322","741","18.9031466517","0","816","741","741"
"mce3A","NC_000962.3","2209327..2210604","682","11.1086063006","0","1278","682","682"
"mce3B","NC_000962.3","2210601..2211629","577","11.6725701542","0","1029","577","577"
"mce3C","NC_000962.3","2211626..2212858","353","5.9596078453","0","1233","353","353"
"mce3D","NC_000962.3","2212855..2214126","243","3.9767218607","0","1272","243","243"
"lprM","NC_000962.3","2214123..2215256","304","5.5804161056","0","1134","304","304"
"mce3F","NC_000962.3","2215257..2216570","247","3.9129801288","0","1314","247","247"
"Rv1972","NC_000962.3","2216592..2217167","137","4.9511278173","0","576","137","137"
"Rv1973","NC_000962.3","2217164..2217646","100","4.3098179305","0","483","100","100"
"Rv1974","NC_000962.3","2217659..2218036","34","1.8723764565","0","378","34","34"
"Rv1975","NC_000962.3","2218052..2218717","40","1.2502354717","0","666","40","40"
"Rv1976c","NC_000962.3","complement(2218844..2219251)","552","28.1633925823","0","408","552","552"
"IGR463_Rodriguez_Rv1976c-Rv1977","NC_000962.3","complement(2219179..2219516)","443","27.2830601411","0","338","443","443"
"IGR464_Rodriguez_Rv1976c-Rv1977","NC_000962.3","2219571..2219718","312","43.8832650577","0","148","312","312"
"Rv1977","NC_000962.3","2219754..2220800","2557","50.8381924405","0","1047","2557","2557"
"IGR465_Rodriguez_Rv1977-Rv1978","NC_000962.3","2220801..2220961","82","10.602152109","0","161","82","82"
"Rv1978","NC_000962.3","2220908..2221756","291","7.1349568856","0","849","291","291"
"Rv1979c","NC_000962.3","complement(2221719..2223164)","733","10.5521689509","0","1446","733","733"
"Miotto_candidate_278","NC_000962.3","2222358..2222416","0","0","0","59","0","0"
"Miotto_candidate_1329","NC_000962.3","complement(2223172..2223214)","0","0","0","43","0","0"
"Miotto_candidate_279","NC_000962.3","2223174..2223214","0","0","0","41","0","0"
"IGR466_Rodriguez_Rv1979c-Rv1980c","NC_000962.3","complement(2223240..2223438)","298","31.1723283421","0","199","298","298"
"mpt64","NC_000962.3","complement(2223343..2224029)","1294","39.2088038748","0","687","1292","1294"
"Miotto_candidate_280","NC_000962.3","2223680..2223955","24","1.8101235308","0","276","24","24"
"Miotto_candidate_281","NC_000962.3","2224000..2224064","0","0","0","65","0","0"
"IGR467_Rodriguez_Rv1980c-Rv1981c","NC_000962.3","2224035..2224263","44","3.9996616008","0","229","44","44"
"nrdF1","NC_000962.3","complement(2224220..2225188)","2474","53.1473937823","0","969","2474","2474"
"IGR468_Rodriguez_Rv1981c-Rv1982c","NC_000962.3","complement(2225272..2225372)","122","25.1445872646","0","101","122","122"
"Miotto_candidate_283","NC_000962.3","2225305..2225337","0","0","0","33","0","0"
"vapC36","NC_000962.3","complement(2225413..2225832)","1739","86.189893883","0","420","1739","1739"
"vapB36","NC_000962.3","complement(2225841..2226101)","1983","158.1569427522","0","261","1983","1983"
"PE_PGRS35","NC_000962.3","2226244..2227920","914","11.3453836806","0","1677","914","914"
"Miotto_candidate_1332","NC_000962.3","complement(2227175..2227206)","0","0","0","32","0","0"
"cfp21","NC_000962.3","complement(2227908..2228561)","369","11.7450446529","0","654","369","369"
"Miotto_candidate_284","NC_000962.3","2228095..2228125","0","0","0","31","0","0"
"IGR469_Rodriguez_Rv1984c-Rv1985c","NC_000962.3","complement(2228665..2228722)","0","0","0","58","0","0"
"RV1984a","NC_000962.3","2228676..2228906","252","22.7088224774","0","231","252","252"
"IGR470_Rodriguez_Rv1984c-Rv1985c","NC_000962.3","complement(2228802..2228908)","20","3.8909197391","0","107","20","20"
"IGR471_Rodriguez_Rv1984c-Rv1985c","NC_000962.3","2228907..2229018","50","9.2930449126","0","112","50","50"
"Rv1985c","NC_000962.3","complement(2228991..2229902)","4702","107.3232562296","0","912","4702","4702"
"Rv1986","NC_000962.3","2230011..2230610","2571","89.1983622894","0","600","2545","2571"
"IGR472_Rodriguez_Rv1986-Rv1987","NC_000962.3","2230462..2231140","831","25.4763557028","0","679","824","831"
"Rv1987","NC_000962.3","2231026..2231454","311","15.09069186","0","429","311","311"
"IGR473_Rodriguez_Rv1987-Rv1988","NC_000962.3","2231469..2231663","222","23.6986942264","0","195","222","222"
"erm(37)","NC_000962.3","2231680..2232219","812","31.3017287605","0","540","812","812"
"IGR474_Rodriguez_Rv1988-Rv1989c","NC_000962.3","2232311..2232404","96","21.2593231703","0","94","96","96"
"IGR475_Rodriguez_Rv1988-Rv1989c","NC_000962.3","complement(2232543..2232665)","86","14.5545705038","0","123","86","86"
"IGR476_Rodriguez_Rv1988-Rv1989c","NC_000962.3","complement(2232676..2232754)","29","7.6414708547","0","79","29","29"
"Miotto_candidate_286","NC_000962.3","2232679..2232719","0","0","0","41","0","0"
"Rv1989c","NC_000962.3","complement(2232739..2233299)","2216","82.2267166829","0","561","2216","2216"
"Rv1990c","NC_000962.3","complement(2233296..2233637)","3373","205.303469878","0","342","3373","3373"
"IGR477_Rodriguez_Rv1990A-Rv1991c","NC_000962.3","2234174..2234344","32","3.8954705224","0","171","32","32"
"mazF6","NC_000962.3","complement(2234305..2234649)","512","30.8927749258","0","345","512","512"
"mazE6","NC_000962.3","complement(2234643..2234891)","530","44.3080438565","0","249","530","530"
"IGR478_Rodriguez_Rv1991A-Rv1992c","NC_000962.3","complement(2234916..2235017)","104","21.2245857142","0","102","104","104"
"ctpG","NC_000962.3","complement(2234991..2237306)","19905","178.9079672403","0","2316","19905","19905"
"Rv1993c","NC_000962.3","complement(2237303..2237575)","4144","315.9825896857","0","273","4144","4144"
"Miotto_candidate_1334","NC_000962.3","complement(2237577..2237611)","0","0","0","35","0","0"
"cmtR","NC_000962.3","complement(2237628..2237984)","7175","418.3692376354","0","357","7175","7175"
"IGR479_Rodriguez_Rv1994c-Rv1995","NC_000962.3","2238007..2238075","0","0","0","69","0","0"
"Rv1995","NC_000962.3","2238141..2238908","140","3.794660006","0","768","140","140"
"Rv1996","NC_000962.3","2239004..2239957","16921","369.218713884","0","954","16921","16921"
"IGR480_Rodriguez_Rv1996-Rv1997","NC_000962.3","2239993..2240177","745","83.8282883795","0","185","745","745"
"ctpF","NC_000962.3","2240159..2242876","6559","50.2335918851","0","2718","6559","6559"
"Miotto_candidate_1335","NC_000962.3","complement(2242269..2242307)","0","0","0","39","0","0"
"Rv1998c","NC_000962.3","complement(2242945..2243721)","116","3.1077281726","0","777","116","116"
"Miotto_candidate_287","NC_000962.3","2243160..2243210","0","0","0","51","0","0"
"Miotto_candidate_288","NC_000962.3","2243328..2243359","0","0","0","32","0","0"
"Rv1999c","NC_000962.3","complement(2243816..2245138)","63","0.991258124","0","1323","63","63"
"Rv2000","NC_000962.3","2245209..2246822","239","3.082481118","0","1614","239","239"
"Rv2001","NC_000962.3","2246832..2247584","73","2.018059368","0","753","73","73"
"IGR481_Rodriguez_Rv2001-Rv2002","NC_000962.3","2247582..2247706","9","1.4987822835","0","125","9","9"
"fabG3","NC_000962.3","2247660..2248442","222","5.9019736579","0","783","222","222"
"Rv2003c","NC_000962.3","complement(2248563..2249420)","2592","62.8859699375","0","858","2592","2592"
"Rv2004c","NC_000962.3","complement(2249478..2250974)","10453","145.3534031909","0","1497","10453","10453"
"Rv2005c","NC_000962.3","complement(2250996..2251883)","20755","486.5369477952","0","888","20754","20755"
"Miotto_candidate_289","NC_000962.3","2251223..2251297","0","0","0","75","0","0"
"Miotto_candidate_290","NC_000962.3","2251345..2251392","0","0","0","48","0","0"
"Miotto_candidate_291","NC_000962.3","2251667..2251715","0","0","0","49","0","0"
"IGR482_Rodriguez_Rv2005c-Rv2006","NC_000962.3","complement(2251804..2251978)","179","21.2922245038","0","175","179","179"
"otsB1","NC_000962.3","2252002..2255985","9036","47.213146732","0","3984","9036","9036"
"Miotto_candidate_1336","NC_000962.3","complement(2252327..2252429)","7","1.4147081964","0","103","7","7"
"Miotto_candidate_1337","NC_000962.3","complement(2253965..2254133)","245","30.1776511719","0","169","245","245"
"Miotto_candidate_1338","NC_000962.3","complement(2255553..2255605)","0","0","0","53","0","0"
"Miotto_candidate_1339","NC_000962.3","complement(2255798..2255833)","0","0","0","36","0","0"
"IGR483_Rodriguez_Rv2006-Rv2007c","NC_000962.3","complement(2255955..2256084)","2861","458.1213796068","0","130","2861","2861"
"fdxA","NC_000962.3","complement(2256084..2256428)","18497","1116.0618316454","0","345","18497","18497"
"Miotto_candidate_292","NC_000962.3","2256383..2256433","0","0","0","51","0","0"
"Rv2008c","NC_000962.3","complement(2256617..2257942)","335","5.2590504543","0","1326","335","335"
"vapB15","NC_000962.3","2258030..2258272","1275","109.2219599608","0","243","1275","1275"
"vapC15","NC_000962.3","2258273..2258671","2130","111.12525285","0","399","2130","2130"
"IGR484_Rodriguez_Rv2010-Rv2011c","NC_000962.3","2258745..2258875","118","18.7506689413","0","131","118","118"
"Rv2011c","NC_000962.3","complement(2258854..2259285)","5876","283.1418691455","0","432","5876","5876"
"Rv2012","NC_000962.3","2259326..2259820","1853","77.9249037975","0","495","1801","1853"
"IGR485_Rodriguez_Rv2012-Rv2013","NC_000962.3","2259655..2260339","1801","54.7304722749","0","685","1765","1801"
"Rv2015c","NC_000962.3","complement(2261816..2263072)","1705","28.2354790217","0","1257","423","1705"
"Rv2016","NC_000962.3","2263426..2264001","8623","311.6319355397","0","576","8623","8623"
"Rv2017","NC_000962.3","2263998..2265038","6702","134.016955706","0","1041","6702","6702"
"IGR486_Rodriguez_Rv2017-Rv2018","NC_000962.3","2265109..2265349","933","80.5880515511","0","241","933","933"
"Rv2018","NC_000962.3","2265280..2265999","2906","84.0173864946","0","720","2906","2906"
"Rv2019","NC_000962.3","2265989..2266405","479","23.9114279843","0","417","479","479"
"IGR487_Rodriguez_Rv2020c-Rv2021c","NC_000962.3","complement(2266727..2266802)","70","19.1730189776","0","76","70","70"
"Rv2021c","NC_000962.3","complement(2266805..2267110)","1972","134.1502661166","0","306","1972","1972"
"Miotto_candidate_293","NC_000962.3","2267109..2267203","0","0","0","95","0","0"
"Rv2022c","NC_000962.3","complement(2267119..2267724)","1909","65.5751599564","0","606","1909","1909"
"Rv2023c","NC_000962.3","complement(2267749..2268108)","113","6.5340431341","0","360","113","113"
"Miotto_candidate_1341","NC_000962.3","complement(2268166..2268230)","0","0","0","65","0","0"
"Miotto_candidate_294","NC_000962.3","2268166..2268257","0","0","0","92","0","0"
"Rv2023A","NC_000962.3","complement(2268268..2268726)","104","4.7165746032","0","459","104","104"
"Rv2024c","NC_000962.3","complement(2268693..2270240)","852","11.4570997124","0","1548","852","852"
"IGR488_Rodriguez_Rv2024c-Rv2025c","NC_000962.3","complement(2270320..2270421)","21","4.2857336538","0","102","21","21"
"Rv2025c","NC_000962.3","complement(2270750..2271748)","2021","42.1120981394","0","999","2021","2021"
"IGR489_Rodriguez_Rv2025c-Rv2026c","NC_000962.3","complement(2271677..2271826)","159","22.0654058406","0","150","159","159"
"Rv2026c","NC_000962.3","complement(2271863..2272747)","449","10.561099267","0","885","449","449"
"dosT","NC_000962.3","complement(2272787..2274508)","1172","14.1677380652","0","1722","1172","1172"
"Rv2028c","NC_000962.3","complement(2274569..2275408)","4225","104.701639349","0","840","4225","4225"
"pfkB","NC_000962.3","complement(2275405..2276424)","6935","141.5312518537","0","1020","6935","6935"
"Rv2030c","NC_000962.3","complement(2276441..2278486)","78961","803.365291953","0","2046","78961","78961"
"Miotto_candidate_295","NC_000962.3","2277651..2277776","6","0.991258124","0","126","6","6"
"hspX","NC_000962.3","complement(2278498..2278932)","75208","3598.9916340411","0","435","75208","75208"
"Miotto_candidate_296","NC_000962.3","2278596..2278791","11","1.1682685033","0","196","11","11"
"acg","NC_000962.3","2279129..2280124","13822","288.8800859363","0","996","13822","13822"
"Miotto_candidate_1342","NC_000962.3","complement(2279389..2279419)","0","0","0","31","0","0"
"IGR490_Rodriguez_Rv2032-Rv2033c","NC_000962.3","2280058..2280263","2676","270.4113666849","0","206","2676","2676"
"Rv2033c","NC_000962.3","complement(2280240..2281082)","347","8.5685622179","0","843","347","347"
"IGR491_Rodriguez_Rv2033c-Rv2034","NC_000962.3","complement(2281145..2281208)","0","0","0","64","0","0"
"Rv2034","NC_000962.3","2281294..2281617","9999","642.4178692048","0","324","9999","9999"
"Rv2035","NC_000962.3","2281614..2282102","12430","529.1372354016","0","489","12430","12430"
"Rv2036","NC_000962.3","2282099..2282740","12866","417.1714446961","0","642","12866","12866"
"Miotto_candidate_1343","NC_000962.3","complement(2282408..2282443)","0","0","0","36","0","0"
"Rv2037c","NC_000962.3","complement(2282747..2283721)","2811","60.0153418653","0","975","2811","2811"
