"Name","Chromosome","Region","Expression value","TPM","RPKM","Gene length","Unique gene reads","Total gene reads"
"Rv2219A","NC_000962.3","complement(2486994..2487416)","564","43.2021765294","0","423","564","564"
"IGR527_Rodriguez_Rv2219A-Rv2220","NC_000962.3","2487511..2487580","7","3.2401632397","0","70","7","7"
"glnA1","NC_000962.3","2487615..2489051","9132","205.9093298886","0","1437","9132","9132"
"Miotto_candidate_1391","NC_000962.3","complement(2488288..2488319)","0","0","0","32","0","0"
"IGR528_Rodriguez_Rv2220-Rv2221c","NC_000962.3","2489113..2489246","252","60.9344131646","0","134","252","252"
"IGR529_Rodriguez_Rv2220-Rv2221c","NC_000962.3","2489257..2489333","7","2.9456029452","0","77","7","7"
"glnE","NC_000962.3","complement(2489369..2492353)","8071","87.6092378816","0","2985","8071","8071"
"glnA2","NC_000962.3","complement(2492402..2493742)","10669","257.7874840001","0","1341","10669","10669"
"Rv2223c","NC_000962.3","complement(2493837..2495399)","3394","70.3590149428","0","1563","3394","3394"
"caeA","NC_000962.3","complement(2495461..2497023)","9151","189.7039910847","0","1563","9151","9151"
"Rv2224d","NC_000962.3","complement(2497225..2497446)","12","1.751439589","0","222","12","12"
"Miotto_candidate_325","NC_000962.3","2497711..2497741","0","0","0","31","0","0"
"panB","NC_000962.3","2497742..2498587","2007","76.8677023888","0","846","2007","2007"
"Miotto_candidate_1392","NC_000962.3","complement(2498149..2498371)","1856","269.6745727755","0","223","1856","1856"
"Rv2226","NC_000962.3","2498832..2500373","1732","36.3940514343","0","1542","1732","1732"
"rnpB","NC_000962.3","complement(2500445..2500751)","943367","99565.5724739845","0","307","943367","943367"
"Rv2227","NC_000962.3","2500931..2501632","243","11.2159496759","0","702","243","243"
"Rv2228c","NC_000962.3","complement(2501644..2502738)","1500","44.3857978042","0","1095","1500","1500"
"Rv2229c","NC_000962.3","complement(2502735..2503472)","1179","51.7635834636","0","738","1179","1179"
"Rv2230c","NC_000962.3","complement(2503469..2504608)","1822","51.7857668662","0","1140","1822","1822"
"cobC","NC_000962.3","complement(2504605..2505699)","1252","37.0473459006","0","1095","1252","1252"
"vapC16","NC_000962.3","complement(2505736..2506161)","6","0.4563610197","0","426","6","6"
"vapB16","NC_000962.3","complement(2506207..2506383)","25","4.576501751","0","177","25","25"
"ptkA","NC_000962.3","2506278..2507153","1036","38.3197387709","0","876","1036","1036"
"ptpA","NC_000962.3","2507146..2507637","759","49.9854451003","0","492","759","759"
"Rv2235","NC_000962.3","2507637..2508452","1769","70.2432447431","0","816","1769","1769"
"cobD","NC_000962.3","complement(2508434..2509375)","340","11.6948567038","0","942","340","340"
"IGR532_Rodriguez_Rv2236c-Rv2237","NC_000962.3","complement(2509339..2509531)","29","4.8686390648","0","193","29","29"
"Rv2237","NC_000962.3","2509489..2510256","793","33.456373035","0","768","793","793"
"Miotto_candidate_1394","NC_000962.3","complement(2510157..2510218)","0","0","0","62","0","0"
"Rv2237A","NC_000962.3","complement(2510351..2510587)","923","126.1886358755","0","237","923","923"
"valV","NC_000962.3","complement(2510598..2510669)","3","1.3500680165","0","72","3","3"
"ahpE","NC_000962.3","complement(2510715..2511176)","1781","124.9075915566","0","462","1781","1781"
"Rv2239c","NC_000962.3","complement(2511176..2511652)","2562","174.031409227","0","477","2562","2562"
"Miotto_candidate_326","NC_000962.3","2511592..2511647","0","0","0","56","0","0"
"Rv2240c","NC_000962.3","complement(2511690..2512280)","1402","76.8647861602","0","591","1402","1402"
"Miotto_candidate_327","NC_000962.3","2512164..2512204","0","0","0","41","0","0"
"aceE","NC_000962.3","2512539..2515244","14749","176.6044627584","0","2706","14749","14749"
"Miotto_candidate_1396","NC_000962.3","complement(2513682..2513725)","0","0","0","44","0","0"
"Rv2242","NC_000962.3","2515304..2516548","2651","68.9933554093","0","1245","2651","2651"
"fabD","NC_000962.3","2516787..2517695","5492","195.7643180689","0","909","5492","5492"
"mcr16","NC_000962.3","complement(2517032..2517134)","0","0","0","103","0","0"
"Miotto_candidate_1397","NC_000962.3","complement(2517497..2517783)","39","4.4030092804","0","287","39","39"
"Miotto_candidate_328","NC_000962.3","2517695..2517771","0","0","0","77","0","0"
"acpM","NC_000962.3","2517771..2518118","10544","981.7322183752","0","348","10544","10544"
"kasA","NC_000962.3","2518115..2519365","33773","874.7404723787","0","1251","33773","33773"
"kasB","NC_000962.3","2519396..2520712","22592","555.8220798134","0","1317","22592","22592"
"Miotto_candidate_1398","NC_000962.3","complement(2519682..2519714)","0","0","0","33","0","0"
"Miotto_candidate_1399","NC_000962.3","complement(2519792..2519827)","0","0","0","36","0","0"
"Miotto_candidate_329","NC_000962.3","2520712..2520743","0","0","0","32","0","0"
"accD6","NC_000962.3","2520743..2522164","24853","566.2994162898","0","1422","24853","24853"
"Miotto_candidate_330","NC_000962.3","2522164..2522218","0","0","0","55","0","0"
"IGR534_Rodriguez_Rv2247-Rv2248","NC_000962.3","2522304..2522401","179","59.1825734599","0","98","179","179"
"Rv2248","NC_000962.3","2522360..2523175","2026","80.4481706329","0","816","2026","2026"
"glpD1","NC_000962.3","complement(2523241..2524791)","607","12.680716225","0","1551","607","607"
"Rv2250c","NC_000962.3","complement(2524785..2525354)","125","7.1056211397","0","570","125","125"
"Rv2251","NC_000962.3","2525565..2526992","1637","37.143888119","0","1428","1637","1637"
"Rv2252","NC_000962.3","2526989..2527918","844","29.405352412","0","930","844","844"
"Rv2253","NC_000962.3","2527984..2528487","120","7.7146743803","0","504","120","120"
"Rv2254c","NC_000962.3","complement(2528520..2528975)","187","13.2875115312","0","456","187","187"
"Rv2256a","NC_000962.3","complement(2528980..2529174)","329","54.6673695314","0","195","329","329"
"IGR535_Rodriguez_Rv2255c-Rv2256c","NC_000962.3","complement(2529169..2529316)","775","169.6707101873","0","148","775","775"
"Rv2256c","NC_000962.3","complement(2529341..2529874)","9135","554.2863519609","0","534","9135","9135"
"Miotto_candidate_331","NC_000962.3","2529794..2529865","0","0","0","72","0","0"
"Miotto_candidate_1400","NC_000962.3","complement(2529896..2529953)","1","0.5586488344","0","58","1","1"
"Rv2257c","NC_000962.3","complement(2530004..2530822)","1625","64.2889531688","0","819","1625","1625"
"Rv2258c","NC_000962.3","complement(2530836..2531897)","2974","90.7367747164","0","1062","2974","2974"
"mscR","NC_000962.3","2532245..2533330","4932","147.149954864","0","1086","4932","4932"
"Rv2260","NC_000962.3","2533330..2533965","2041","103.9807102553","0","636","2041","2041"
"Rv2261c","NC_000962.3","complement(2534042..2535552)","566","12.137209753","0","1511","566","566"
"IGR536_Rodriguez_Rv2262c-Rv2263","NC_000962.3","complement(2535536..2535634)","0","0","0","99","0","0"
"Rv2263","NC_000962.3","2535641..2536594","776","26.356044801","0","954","776","776"
"Rv2264c","NC_000962.3","complement(2536572..2538350)","884","16.1006425177","0","1779","884","884"
"IGR537_Rodriguez_Rv2264c-Rv2265","NC_000962.3","complement(2538251..2538564)","177","18.2646144404","0","314","177","177"
"Rv2265","NC_000962.3","2538700..2539929","201","5.2949009039","0","1230","201","201"
"cyp124","NC_000962.3","2540104..2541390","1498","37.7137881358","0","1287","1498","1498"
"Rv2267c","NC_000962.3","complement(2541644..2542810)","165","4.5812076654","0","1167","165","165"
"cyp128","NC_000962.3","complement(2542807..2544276)","303","6.6787038206","0","1470","303","303"
"Rv2269c","NC_000962.3","complement(2544289..2544621)","14","1.3622307915","0","333","14","14"
"lppN","NC_000962.3","2544698..2545225","55","3.3751700414","0","528","55","55"
"Rv2271","NC_000962.3","2545332..2545631","541","58.430943756","0","300","541","541"
"Miotto_candidate_1401","NC_000962.3","complement(2545394..2545637)","13","1.7263164802","0","244","13","13"
"Rv2272","NC_000962.3","2545737..2546105","629","55.2320508882","0","369","629","629"
"Rv2273","NC_000962.3","2546102..2546431","207","20.3246603218","0","330","207","207"
"mazF8","NC_000962.3","complement(2546488..2546805)","86","8.7627056168","0","318","86","86"
"mazE8","NC_000962.3","complement(2546839..2547087)","55","7.1569870757","0","249","55","55"
"Rv2275","NC_000962.3","2546883..2547752","1586","59.0678034273","0","870","1586","1586"
"cyp121","NC_000962.3","2547749..2548939","1563","42.5220415085","0","1191","1563","1563"
"Rv2277c","NC_000962.3","complement(2549124..2550029)","14","0.5006874763","0","906","14","14"
"Rv2280","NC_000962.3","2551560..2552939","4513","105.9627297159","0","1380","4513","4513"
"Miotto_candidate_1402","NC_000962.3","complement(2551622..2551659)","0","0","0","38","0","0"
"Miotto_candidate_1403","NC_000962.3","complement(2552295..2552335)","0","0","0","41","0","0"
"pitB","NC_000962.3","2553173..2554831","695","13.573920745","0","1659","695","695"
"Rv2282c","NC_000962.3","complement(2554938..2555876)","279","9.627322086","0","939","279","279"
"Rv2283","NC_000962.3","2555941..2556135","8","1.3292977394","0","195","8","8"
"lipM","NC_000962.3","2556145..2557440","2022","50.5525468417","0","1296","2022","2022"
"Rv2285","NC_000962.3","2557473..2558810","1664","40.2962005297","0","1338","1664","1664"
"Rv2286c","NC_000962.3","complement(2558877..2559569)","343","16.0371715905","0","693","343","343"
"yjcE","NC_000962.3","2559703..2561331","689","13.7045578401","0","1629","689","689"
"Rv2288","NC_000962.3","2561328..2561705","689","59.060118311","0","378","689","689"
"Miotto_candidate_1404","NC_000962.3","complement(2561672..2561740)","0","0","0","69","0","0"
"cdh","NC_000962.3","2561675..2562457","1912","79.1212275136","0","783","1912","1912"
"Miotto_candidate_1405","NC_000962.3","complement(2562055..2562296)","17","2.2761477304","0","242","17","17"
"IGR538_Rodriguez_Rv2289-Rv2290","NC_000962.3","2562458..2562515","0","0","0","58","0","0"
"lppO","NC_000962.3","2562599..2563114","1006","63.170624402","0","516","1006","1006"
"IGR539_Rodriguez_Rv2290-Rv2291","NC_000962.3","2563006..2563249","1650","219.1093994063","0","244","1648","1650"
"sseB","NC_000962.3","2563174..2564028","3097","117.3659129049","0","855","3097","3097"
"Rv2292c","NC_000962.3","complement(2564029..2564253)","105","15.1207617853","0","225","105","105"
"Rv2293c","NC_000962.3","complement(2564292..2565032)","384","16.7911293394","0","741","384","384"
"Rv2294","NC_000962.3","2565327..2566550","660","17.4714684494","0","1224","660","660"
"Rv2295","NC_000962.3","2566772..2567410","1772","89.8524140964","0","639","1732","1772"
"IGR540_Rodriguez_Rv2295-Rv2296","NC_000962.3","2567239..2567675","356","26.3958378338","0","437","328","356"
"IGR541_Rodriguez_Rv2295-Rv2296","NC_000962.3","complement(2567462..2567540)","0","0","0","79","0","0"
"Rv2296","NC_000962.3","2567504..2568406","1750","62.7938612346","0","903","1694","1750"
"Rv2297","NC_000962.3","2568438..2568890","778","55.6478366554","0","453","778","778"
"Rv2298","NC_000962.3","2569082..2570053","1587","52.9026652409","0","972","1587","1587"
"htpG","NC_000962.3","complement(2570059..2572002)","3003","50.0525216504","0","1944","3003","3003"
"Miotto_candidate_332","NC_000962.3","2570234..2570264","0","0","0","31","0","0"
"Rv2300c","NC_000962.3","complement(2572076..2573008)","276","9.585048812","0","933","276","276"
"cut2","NC_000962.3","2573015..2573707","1058","49.4674272382","0","693","1058","1058"
"IGR542_Rodriguez_Rv2301-Rv2302","NC_000962.3","2573712..2573889","164","29.8531893995","0","178","164","164"
"Rv2302","NC_000962.3","2573813..2574055","982","130.9399300984","0","243","982","982"
"Rv2303c","NC_000962.3","complement(2574096..2575019)","159","5.5756055748","0","924","159","159"
"Rv2304c","NC_000962.3","complement(2575016..2575225)","42","6.4803264794","0","210","42","42"
"Rv2305","NC_000962.3","2575809..2577098","681","17.1050478003","0","1290","681","681"
"Rv2306A","NC_000962.3","2577108..2577922","227","9.0247491462","0","815","227","227"
"Rv2307c","NC_000962.3","complement(2577851..2578696)","503","19.2648003495","0","846","503","503"
"IGR543_Rodriguez_Rv2307c-Rv2307A","NC_000962.3","complement(2578677..2578941)","27","3.3012983952","0","265","27","27"
"IGR544_Rodriguez_Rv2307c-Rv2307A","NC_000962.3","complement(2579065..2579244)","69","12.4206257522","0","180","69","69"
"Rv2307A","NC_000962.3","complement(2579228..2579419)","17","2.8688945352","0","192","17","17"
"IGR545_Rodriguez_Rv2307A-Rv2307B","NC_000962.3","complement(2579338..2579539)","19","3.0476782948","0","202","19","19"
"Rv2307B","NC_000962.3","complement(2579504..2579935)","136","10.2005139028","0","432","136","136"
"Rv2307D","NC_000962.3","complement(2580028..2580210)","198","35.057503905","0","183","198","198"
"IGR546_Rodriguez_Rv2307D-Rv2308","NC_000962.3","2580184..2580284","0","0","0","101","0","0"
"IGR547_Rodriguez_Rv2307D-Rv2308","NC_000962.3","complement(2580189..2580265)","0","0","0","77","0","0"
"Rv2308","NC_000962.3","2580419..2581135","269","12.156260969","0","717","269","269"
"Rv2308a","NC_000962.3","2581145..2581477","70","6.8111539573","0","333","70","70"
"IGR548_Rodriguez_Rv2308-Rv2309c","NC_000962.3","complement(2581666..2581764)","16","5.2366274581","0","99","16","16"
"metV","NC_000962.3","complement(2581764..2581837)","16","7.0057583561","0","74","16","16"
"IGR549_Rodriguez_Rv2309c-Rv2309A","NC_000962.3","complement(2582895..2583037)","23","5.2114513646","0","143","23","23"
"Rv2309A","NC_000962.3","2583045..2583332","13","1.4625736846","0","288","13","13"
"Rv2310","NC_000962.3","2583435..2583779","13","1.2209310758","0","345","13","13"
"Rv2311","NC_000962.3","2583884..2584408","91","5.6162829488","0","525","91","91"
"Rv2312","NC_000962.3","2584486..2584755","60","7.2003627549","0","270","60","60"
"Miotto_candidate_1407","NC_000962.3","complement(2584567..2584633)","0","0","0","67","0","0"
"IGR550_Rodriguez_Rv2312-Rv2313c","NC_000962.3","complement(2584826..2585003)","247","44.961815742","0","178","247","247"
"Rv2313c","NC_000962.3","complement(2585052..2585906)","1578","59.8009075118","0","855","1578","1578"
"IGR551_Rodriguez_Rv2313c-Rv2314c","NC_000962.3","complement(2585820..2586010)","165","27.9909389817","0","191","165","165"
"Rv2314c","NC_000962.3","complement(2585917..2587290)","4211","99.303692885","0","1374","4211","4211"
"Rv2315c","NC_000962.3","complement(2587287..2588804)","3490","74.4938715848","0","1518","3490","3490"
"uspA","NC_000962.3","2588838..2589710","141","5.2332533425","0","873","141","141"
"uspB","NC_000962.3","2589697..2590521","108","4.2416682411","0","825","108","108"
"uspC","NC_000962.3","2590518..2591840","263","6.4411408318","0","1323","263","263"
"Rv2319c","NC_000962.3","complement(2591848..2592726)","369","13.6020504602","0","879","369","369"
"rocE","NC_000962.3","complement(2592723..2594153)","638","14.4460108101","0","1431","638","638"
"Rv2323c","NC_000962.3","complement(2595361..2596269)","380","13.5452368657","0","909","380","380"
"IGR552_Rodriguez_Rv2323c-Rv2324","NC_000962.3","2596283..2596379","3","1.0021123422","0","97","3","3"
"Rv2324","NC_000962.3","2596334..2596780","227","16.4545202553","0","447","227","227"
"Rv2325c","NC_000962.3","complement(2597009..2597857)","4750","181.2812177692","0","849","4750","4750"
"Rv2326c","NC_000962.3","complement(2597854..2599947)","14342","221.9217821579","0","2094","14342","14342"
"Rv2327","NC_000962.3","2599988..2600479","3895","256.5129231434","0","492","3895","3895"
"IGR553_Rodriguez_Rv2327-Rv2328","NC_000962.3","complement(2600478..2600657)","126","22.6811426779","0","180","126","126"
"IGR554_Rodriguez_Rv2327-Rv2328","NC_000962.3","2600542..2600593","0","0","0","52","0","0"
"Miotto_candidate_1408","NC_000962.3","complement(2600679..2600716)","0","0","0","38","0","0"
"PE23","NC_000962.3","2600731..2601879","875","24.674872365","0","1149","875","875"
"narK1","NC_000962.3","complement(2601914..2603461)","3894","81.5064318825","0","1548","3894","3894"
"Miotto_candidate_334","NC_000962.3","2602077..2602148","0","0","0","72","0","0"
"Miotto_candidate_335","NC_000962.3","2602331..2602361","0","0","0","31","0","0"
"Miotto_candidate_336","NC_000962.3","2602818..2602854","0","0","0","37","0","0"
"lppP","NC_000962.3","complement(2603695..2604222)","207","12.7029127011","0","528","207","207"
"Rv2331","NC_000962.3","2604297..2604683","948","79.3714406005","0","387","948","948"
"Rv2331A","NC_000962.3","2604740..2605078","458","43.7756567488","0","339","458","458"
"mez","NC_000962.3","2605108..2606754","850","16.722153939","0","1647","850","850"
"stp","NC_000962.3","complement(2606708..2608321)","738","14.8156163005","0","1614","738","738"
"IGR555_Rodriguez_Rv2333c-Rv2334","NC_000962.3","2608536..2608637","86","27.3190233936","0","102","86","86"
"Miotto_candidate_1409","NC_000962.3","complement(2608785..2608817)","0","0","0","33","0","0"
"cysK1","NC_000962.3","2608796..2609728","5880","204.2032138207","0","933","5880","5880"
"cysE","NC_000962.3","2609732..2610421","3219","151.1606589654","0","690","3219","3219"
"Rv2336","NC_000962.3","2610837..2611805","933","31.1978565804","0","969","933","933"
"Rv2337c","NC_000962.3","complement(2611869..2612987)","885","25.6259559172","0","1119","885","885"
"IGR556_Rodriguez_Rv2337c-Rv2338c","NC_000962.3","complement(2612947..2613058)","352","101.8337018193","0","112","352","352"
"moeW","NC_000962.3","complement(2613107..2614063)","740","25.0545537866","0","957","740","740"
"IGR557_Rodriguez_Rv2338c-Rv2339","NC_000962.3","2614512..2614579","0","0","0","68","0","0"
"mmpL9","NC_000962.3","2614693..2617581","3504","39.2991761576","0","2889","3504","3504"
"IGR558_Rodriguez_Rv2339-Rv2340c","NC_000962.3","complement(2617549..2617676)","36","9.1129591117","0","128","36","36"
"PE_PGRS39","NC_000962.3","complement(2617667..2618908)","1614","42.1064691537","0","1242","1614","1614"
"Miotto_candidate_1410","NC_000962.3","complement(2618910..2618971)","0","0","0","62","0","0"
"Miotto_candidate_337","NC_000962.3","2618924..2618955","0","0","0","32","0","0"
"IGR559_Rodriguez_Rv2340c-Rv2341","NC_000962.3","complement(2619262..2619359)","22","7.2738358442","0","98","22","22"
"asnT","NC_000962.3","complement(2619407..2619479)","7","3.1070058463","0","73","7","7"
"lppQ","NC_000962.3","2619597..2620016","52","4.0116306777","0","420","52","52"
"IGR560_Rodriguez_Rv2341-Rv2342","NC_000962.3","2620133..2620233","5","1.6040412078","0","101","5","5"
"Rv2342","NC_000962.3","2620272..2620529","901","113.1545379448","0","258","901","901"
"dnaG","NC_000962.3","complement(2620533..2622452)","4075","68.7690895927","0","1920","4075","4075"
"dgt","NC_000962.3","complement(2622457..2623752)","2662","66.5533529637","0","1296","2662","2662"
"Rv2345","NC_000962.3","2623821..2625803","4638","75.7835456669","0","1983","4638","4638"
"Miotto_candidate_1411","NC_000962.3","complement(2625714..2625888)","377","69.8023737925","0","175","377","377"
"Miotto_candidate_338","NC_000962.3","2625822..2625899","0","0","0","78","0","0"
"esxO","NC_000962.3","complement(2625888..2626172)","5420","616.1994652352","0","285","5360","5420"
"esxP","NC_000962.3","complement(2626223..2626519)","3241","353.5814498278","0","297","2325","3241"
"Miotto_candidate_1412","NC_000962.3","complement(2626569..2626606)","0","0","0","38","0","0"
"Rv2348c","NC_000962.3","complement(2626654..2626980)","1711","169.5388166097","0","327","1711","1711"
"Miotto_candidate_339","NC_000962.3","2626669..2626776","0","0","0","108","0","0"
"Miotto_candidate_340","NC_000962.3","2626892..2626939","0","0","0","48","0","0"
"Miotto_candidate_1413","NC_000962.3","complement(2626980..2627018)","0","0","0","39","0","0"
"plcC","NC_000962.3","complement(2627172..2628698)","1661","35.24499765","0","1527","1661","1661"
"IGR561_Rodriguez_Rv2349c-Rv2350c","NC_000962.3","complement(2628647..2628754)","46","13.8006952802","0","108","46","46"
"plcB","NC_000962.3","complement(2628781..2630319)","1721","36.2334043894","0","1539","1721","1721"
"plcA","NC_000962.3","complement(2630537..2632075)","602","12.674322744","0","1539","602","602"
"IGR562_Rodriguez_Rv2351c-Rv2352c","NC_000962.3","2632686..2632753","0","0","0","68","0","0"
"PPE38","NC_000962.3","complement(2632923..2634098)","287","7.9075412398","0","1176","287","287"
"IGR563_Rodriguez_Rv2352c-Rv2353c","NC_000962.3","complement(2634011..2634257)","5","0.6559034898","0","247","5","5"
"IGR564_Rodriguez_Rv2352c-Rv2353c","NC_000962.3","complement(2634440..2634546)","0","0","0","107","0","0"
"PPE39","NC_000962.3","complement(2634528..2635592)","71","2.1601088265","0","1065","71","71"
"IGR565_Rodriguez_Rv2355-Rv2356c","NC_000962.3","complement(2637015..2637104)","12","4.3202176529","0","90","12","12"
"IGR566_Rodriguez_Rv2355-Rv2356c","NC_000962.3","complement(2637199..2637320)","39","10.357898881","0","122","39","39"
"IGR567_Rodriguez_Rv2355-Rv2356c","NC_000962.3","2637531..2637612","81","32.0064905386","0","82","81","81"
"IGR568_Rodriguez_Rv2355-Rv2356c","NC_000962.3","complement(2637541..2637603)","0","0","0","63","0","0"
"Miotto_candidate_341","NC_000962.3","2637685..2637749","2","0.9969733045","0","65","2","2"
"glyS","NC_000962.3","complement(2639673..2641064)","845","19.669094379","0","1392","845","845"
"Miotto_candidate_342","NC_000962.3","2640337..2640367","0","0","0","31","0","0"
"Miotto_candidate_1414","NC_000962.3","complement(2641081..2641126)","0","0","0","46","0","0"
"Miotto_candidate_343","NC_000962.3","2641083..2641121","0","0","0","39","0","0"
"smtB","NC_000962.3","2641246..2641653","416","33.0369585225","0","408","416","416"
"Miotto_candidate_1415","NC_000962.3","complement(2641282..2641336)","0","0","0","55","0","0"
"zur","NC_000962.3","2641650..2642042","213","17.5611900778","0","393","213","213"
"Rv2360c","NC_000962.3","complement(2642150..2642578)","924","69.7881313167","0","429","924","924"
"uppS","NC_000962.3","complement(2642578..2643468)","1518","55.2027811209","0","891","1518","1518"
"recO","NC_000962.3","complement(2643461..2644258)","1618","65.6965428802","0","798","1618","1618"
"amiA2","NC_000962.3","2644320..2645774","647","14.4081485642","0","1455","647","647"
"era","NC_000962.3","complement(2645771..2646673)","2957","106.1036843833","0","903","2957","2957"
"IGR569_Rodriguez_Rv2364c-Rv2365c","NC_000962.3","complement(2646641..2646736)","87","29.3639793598","0","96","87","87"
"Rv2365c","NC_000962.3","complement(2646747..2647088)","863","81.7620139142","0","342","863","863"
"Rv2366c","NC_000962.3","complement(2647060..2648367)","5852","144.9651015195","0","1308","5852","5852"
"Rv2367c","NC_000962.3","complement(2648364..2648912)","2686","158.5260193415","0","549","2686","2686"
"phoH1","NC_000962.3","complement(2648916..2649974)","7819","239.2335823537","0","1059","7819","7819"
"Miotto_candidate_344","NC_000962.3","2649665..2649696","0","0","0","32","0","0"
"Miotto_candidate_345","NC_000962.3","2649729..2649759","0","0","0","31","0","0"
"Miotto_candidate_346","NC_000962.3","2649891..2649927","0","0","0","37","0","0"
"Rv2369c","NC_000962.3","complement(2649946..2650248)","76","8.1271421194","0","303","76","76"
"Miotto_candidate_347","NC_000962.3","2650002..2650035","0","0","0","34","0","0"
"Rv2370c","NC_000962.3","complement(2650245..2651558)","170","4.1919920148","0","1314","170","170"
"PE_PGRS40","NC_000962.3","2651753..2651938","86","14.9813999255","0","186","86","86"
"Rv2372c","NC_000962.3","complement(2652037..2652825)","2523","103.6113035967","0","789","2523","2523"
"dnaJ2","NC_000962.3","complement(2652839..2653987)","6616","186.5702349338","0","1149","6616","6616"
"hrcA","NC_000962.3","complement(2654062..2655093)","5136","161.2546356505","0","1032","5136","5136"
"Miotto_candidate_348","NC_000962.3","2654218..2654262","0","0","0","45","0","0"
"IGR570_Rodriguez_Rv2374c-Rv2375","NC_000962.3","complement(2655014..2655263)","777","100.70427349","0","250","777","777"
"Miotto_candidate_349","NC_000962.3","2655211..2655262","0","0","0","52","0","0"
"Miotto_candidate_1416","NC_000962.3","complement(2655216..2655318)","177","55.6804750901","0","103","177","177"
"Rv2375","NC_000962.3","2655265..2655582","761","77.5397555162","0","318","761","761"
"Miotto_candidate_1417","NC_000962.3","complement(2655350..2655394)","0","0","0","45","0","0"
"cfp2","NC_000962.3","complement(2655609..2656115)","8412","537.5986819014","0","507","8412","8412"
"Miotto_candidate_1418","NC_000962.3","complement(2656115..2656156)","0","0","0","42","0","0"
"Rv2377c","NC_000962.3","complement(2656215..2656430)","101","15.1507632968","0","216","101","101"
"mbtG","NC_000962.3","complement(2656408..2657703)","822","20.5510353629","0","1296","822","822"
"mbtF","NC_000962.3","complement(2657700..2662085)","3645","26.9274852","0","4386","3645","3645"
"mbtE","NC_000962.3","complement(2662067..2667115)","3226","20.7026472792","0","5049","3226","3226"
"mbtD","NC_000962.3","complement(2667255..2670269)","710","7.6302351582","0","3015","710","710"
"mbtC","NC_000962.3","complement(2670269..2671603)","221","5.3638657376","0","1335","221","221"
"mbtB","NC_000962.3","complement(2671593..2675837)","450","3.4348020209","0","4245","450","450"
"mbtA","NC_000962.3","2675936..2677633","117","2.2326213136","0","1698","117","117"
"mbtJ","NC_000962.3","2677729..2678649","126","4.4327966146","0","921","126","126"
"mbtI","NC_000962.3","complement(2678653..2680005)","95","2.2750591853","0","1353","95","95"
"IGR571_Rodriguez_Rv2386c-Rv2387","NC_000962.3","complement(2680190..2680768)","245","13.7105352975","0","579","245","245"
"Rv2386a","NC_000962.3","2680458..2680667","71","10.95483762","0","210","71","71"
"Rv2387","NC_000962.3","2680765..2682018","942","24.3399822313","0","1254","942","942"
"hemN","NC_000962.3","complement(2682015..2683142)","2648","76.0634065491","0","1128","2648","2648"
"IGR572_Rodriguez_Rv2388c-Rv2389c","NC_000962.3","2683184..2683237","0","0","0","54","0","0"
"rpfD","NC_000962.3","complement(2683248..2683712)","1068","74.4192331184","0","465","1068","1068"
"Rv2390c","NC_000962.3","complement(2683709..2684266)","2138","124.1481900805","0","558","2138","2138"
"IGR573_Rodriguez_Rv2390c-Rv2391","NC_000962.3","2684471..2684545","40","17.2808706118","0","75","40","40"
"sirA","NC_000962.3","2684679..2686370","12485","239.0865132844","0","1692","12485","12485"
"cysH","NC_000962.3","2686367..2687131","3640","154.1724731049","0","765","3640","3640"
"che1","NC_000962.3","2687128..2687973","2475","94.7920096722","0","846","2475","2475"
"ggtB","NC_000962.3","2688010..2689941","5034","84.42537137","0","1932","5034","5034"
"Rv2395","NC_000962.3","2690072..2692075","2741","44.317801597","0","2004","2741","2741"
"mcr7","NC_000962.3","2692172..2692521","34673","3209.8908574375","0","350","34673","34673"
"Miotto_candidate_1419","NC_000962.3","complement(2692209..2692246)","0","0","0","38","0","0"
"aprB","NC_000962.3","2692551..2692715","1207","237.0228503227","0","165","1207","1207"
"Miotto_candidate_351","NC_000962.3","2692748..2692799","2","1.2462166307","0","52","2","2"
"PE_PGRS41","NC_000962.3","2692799..2693884","7703","229.8248382638","0","1086","7703","7703"
"cysA1","NC_000962.3","complement(2693909..2694964)","1267","38.8758222037","0","1056","1267","1267"
"cysW","NC_000962.3","complement(2694981..2695799)","689","27.2585161436","0","819","689","689"
"cysT","NC_000962.3","complement(2695796..2696647)","835","31.7551209525","0","852","835","835"
"Miotto_candidate_352","NC_000962.3","2695933..2695964","0","0","0","32","0","0"
"subI","NC_000962.3","complement(2696644..2697714)","1507","45.592212906","0","1071","1507","1507"
"Rv2401","NC_000962.3","2697728..2698057","18","1.7673617671","0","330","18","18"
"Rv2401A","NC_000962.3","complement(2698042..2698245)","78","12.3888594459","0","204","78","78"
"Rv2402","NC_000962.3","2698529..2700457","2171","36.4665339212","0","1929","2171","2171"
"Miotto_candidate_1420","NC_000962.3","complement(2698715..2698745)","0","0","0","31","0","0"
"Miotto_candidate_1421","NC_000962.3","complement(2698780..2698817)","0","0","0","38","0","0"
"lppR","NC_000962.3","complement(2700535..2701290)","1008","43.2021765294","0","756","1008","1008"
"lepA","NC_000962.3","complement(2701287..2703248)","2020","33.3594788186","0","1962","2020","2020"
"Rv2405","NC_000962.3","2703269..2703838","2188","124.3767924294","0","570","2188","2188"
"Rv2406c","NC_000962.3","complement(2704009..2704437)","1990","150.3012784852","0","429","1990","1990"
"Miotto_candidate_353","NC_000962.3","2704419..2704449","0","0","0","31","0","0"
